Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nick Obrist,,,,,,,,,,17:35.91,16:31.70,,,,
Christian Ackeret,,15:56.53,15:54.20,16:26.68,15:27.22,15:13.82,15:23.35,15:24.96,,,,16:33.04,,,
Christoph Sommer,15:24.63,15:33.38,15:28.19,15:37.95,,,,,,,,,,,
Jean-Pierre Theytaz,16:08.20,,15:39.66,16:35.14,16:52.98,,15:49.48,15:33.14,15:13.98,,15:28.43,16:07.04,,16:45.29,
Reto Erni,16:51.89,,,,,,,,,,,,,,
Fabian Ziehli,,,,,,,,17:09.02,,,,,,,
David Bill,,,,,,15:23.61,15:51.29,,15:04.24,,,,,,
Dominik Rolli,,,,,,,,,,,,,14:59.43,,
Lorenzo Pawlowski,,,,18:34.93,,,,,,,,,,,
Gabriele Bianchi,,,,,,20:43.25,,,,,21:02.26,19:56.99,19:14.64,20:25.06,
Dominic Ryser,,16:45.09,,,,,,,,,,,,,
Niklas Konrad,,,,,,,,,19:43.66,18:49.11,18:23.85,,,,
Lucien Fleury,,,18:16.65,17:29.96,17:55.66,,,,,,,,,,
Lukas Gafner,,,,,,,15:22.61,15:52.44,,,,,,,
Julien Christen,,,,,,,,,,,,15:40.94,,,
Michel Brügger,14:56.11,,14:49.97,14:45.21,14:21.41,14:08.43,14:22.18,,,,,,,,
Alexis Lherieau,,,,,,,,,,,,,15:51.18,,
Sven Marti,,,,,,,16:38.96,,16:34.86,16:34.81,16:41.90,16:20.10,16:05.45,,
Deny Vetsch,,,,,,,,,,,,18:19.97,,,
Daniel Blättler,,,16:43.02,,,,,16:27.21,,,17:03.85,16:16.69,16:28.66,,
Stephen Staehli,14:21.36,,15:06.51,14:51.20,14:48.98,,,,15:46.62,,,,,,
Bruno Oggier,,17:36.44,,,,,,,,,,,,,
Joao Ribeiro,,,,,,,,,16:19.86,,,,,,
Daniel Lerchi,,,,20:46.87,,,,,,,,,,,
Philipp Mühlebach,,,18:31.86,,17:25.52,,,17:29.40,,,,,,,
Robert Feldmann,18:03.50,,,,,,,,,,,,,,
Anton Sökeland,,,,,,,19:27.89,,,,,,,,
Ben Olumu,,,,16:44.06,,,,,,,,,,,
Tommaso Marani,,,,,,,,,,,,,16:48.90,16:21.93,
Patrick Zbinden,,,,,,,,,15:26.70,,,,,,
Michael Morand,,,,,,,,,,,,,,16:18.28,
Romain Luescher,,,,,,,,,,,,,15:09.28,,
Paolo Boneschi,15:23.55,,15:43.78,,,,,,,,,,,,
Hans Reichenbach,,,15:51.91,15:26.78,,,,,,,,,,,
Dominik Zinsstag,,,16:35.49,17:26.83,,,,,,,,,,,
Olivier Eschler,,15:50.78,,,,,,,,,,,,,
Christoph Kuster,,19:25.75,,,,,,,,,,,,,
Jens-Michael Gossauer,,,,,,15:33.87,15:26.35,15:28.36,,,,,,,
Enea Ratti,,,,,,,,,,,,,15:50.46,,
Mateo Reddy,,,,,,,,,,18:44.06,,,,,
Raffael Huber,,,,15:06.20,15:35.08,,,,,,,,,,
Julien Torche,,,,,,,,,,,,16:58.38,16:48.95,16:21.32,
Daniel Saguer,,,17:41.75,16:53.22,,,,,,,,,,,
Roger Riegendinger,,,,,,,,15:55.47,15:57.52,,,,,,
Philipp Bandi,13:56.30,13:35.26,13:25.83,13:37.67,13:44.75,13:36.89,13:37.79,,,,,,,,
Jonas Raess,,,,,,,15:28.48,,,,,13:57.98,13:39.08,13:37.98,
Alessio Casalini,,,,,,,,18:00.89,,,,,,,
Paul Etter,,33:32.22,,,,,,,,,,,,,
Alexandre Jodidio,,,16:57.95,,15:26.49,,,,15:08.79,,,,,15:07.31,
Claude Därendinger,16:41.42,17:18.05,,,,,,,,,,,,,
Julian Fischer,,,,,,,17:38.66,17:41.64,,,,,,,
Roman Vögeli,,,,,,,,,,,,,15:37.00,,
Kesete Tsegaye,,,15:09.19,14:47.71,,,,,,,,,,,
Kidane Tewelde Kiflezghi,,,,,,,,,,,15:43.66,15:59.36,16:12.39,,
Felix Schnyder,,,,16:59.04,,,,,,,,,,,
Andy Sutz,15:12.59,15:05.41,,15:16.21,,,,,,,,,,,
Audun Nordtveit,,,,15:00.42,,,,,,,,,,,
Quentin Morard,,,,,,,,,,,,19:05.81,,,
Werner Pachinger,17:44.67,,18:07.39,,,,,,,,,,,,
Husein Mahamad Omar,,,,,,,,,,,,,,15:50.34,
Roman Schättin,,20:20.40,,,,,,,,,,,,,
Dominik Reich,,,,,,,,,,,,17:07.75,,,
Raphael Remy,,,,19:00.82,19:02.13,,,,,,,,,,
Severin Schöb,,18:22.45,,16:55.09,17:18.59,,,,,,,,,,
Nicolas Ballestraz,,,,,,,,,,17:52.66,,,,,
Emmanuel Lattion,,,15:37.29,15:28.52,,15:13.69,14:54.01,,,,,,,,
Kaspar Scheiber,19:55.04,,,21:18.85,,,,,,,,,,,
Patric Wyss,15:49.68,15:53.17,,15:35.25,,,,,,,,,,,
Julian Gundi,,,,,,,,,,,,,,17:19.30,
Christophe Stauffer,,,,15:05.68,15:05.46,,15:12.76,,,,,,,,
Fabian Nussbaumer,,,,,,,,,17:40.62,,16:04.30,16:35.75,16:49.65,,
Philipp Renner,,,,,,,,,,,18:29.83,17:55.78,,,
Christian Kreienbühl,,,,,14:23.04,14:16.31,14:28.06,,,,,,,,
Gregor Buser,16:09.25,,,,,,,,,,,,,,
Thomas Bättig,,,,19:56.97,,,,,,,,,,,
Fabien Brunner,,,,,,15:27.69,,,,,,,,,
Cédric Bouele,,17:24.81,17:59.29,19:28.58,17:46.28,,,,18:19.64,19:36.77,18:36.50,21:05.77,19:32.27,,
Marcel Berni,16:53.18,16:01.53,15:32.98,14:58.33,14:35.82,14:25.26,14:20.47,,,14:18.87,14:34.56,,,,
Samuel Philipona,,,,20:17.12,,,,,,,,,,,
Vincent Riser,,,,,,,,,,,,,16:33.32,16:43.70,
Rolf Rüfenacht,14:17.19,14:31.37,14:48.52,14:18.39,14:05.46,14:09.14,14:23.32,,13:55.28,,,,,,
Dominik Meier,14:53.81,,16:01.28,,,,,,,,,,,,
Jörg Ulli,,,17:07.37,,,,,,,,,,,,
Gilles Aeschlimann,,17:07.22,,,,,,,,,,,,,
Allan Bonjour,,,,,,,,16:12.37,,,,,,,
Markus Berger,,,,,,,,,17:59.04,,,,,,
Florian Sturny,,,,16:14.53,,,,,,,,,,,
Lorenzo Dalessi,,,,,,19:01.03,,,,,,,,,
Alexis Cohen,,,,,,,,,,,,,16:52.89,,
Gregor Probst,,,17:14.12,,,,,,,,,,,,
Meinrad Kamm,,,,,,,18:21.16,,,,,,,,
Jens Urfer,,,,,,,,16:32.14,,,,,,,
Andriu Deplazes,,,,,,,15:48.57,,,,,,,,
Tesfaye Eticha,,,14:49.95,14:44.62,,,,,,,,,,,
Frédéric Oberli,,,17:39.64,,18:50.90,18:25.19,17:51.38,18:09.79,,,18:27.38,19:09.22,,,
David Perrin,16:20.90,,,,,,,,,,,,,,
Simon Schönenberger,,,,,,,,,,16:22.63,16:37.05,16:43.67,,,
Matthias Annaheim,,,16:41.26,,,,,,,,,,,,
Marcel Tschopp,,15:41.58,,,15:30.64,15:48.15,,,,,,,,,
Nathaniel Kleiner,,,,,15:32.14,16:14.17,,,,,,,,,
Julien Fleury,,,,,,,,,,,,,,14:51.69,
Marc Joos,,19:01.51,,,,,,,,,,,,,
Tobias Brunner,,,,,,,,16:56.74,16:46.24,,,,,,
Roberto Simone,,,,,,,,,,,,15:59.95,,,
Bart Hoogenboom,15:11.95,14:57.08,,,,,,,,,,,,,
Patrick Grütter,15:07.68,,,15:13.00,,,,,,,,,,,
Bastien Schweickhardt,,,,,,,,,,,16:02.39,15:50.60,,,
Thomas Beck,,17:08.65,,18:24.06,,,,,,,,,,,
Samuel Bumann,15:03.08,14:54.36,,,15:42.25,14:50.35,,,,,,,,,
Jérôme Duc,19:29.34,,,,,,,,,,,,,,
Alain Denzler,,,,,,,,,,,,,15:17.71,15:23.36,
Patrick Bucher,,20:31.62,,,,,,,,,,,,,
Aaron Kartje,,,,,,,,,,,,,17:18.33,,
Florian Renevey,,,,,18:29.87,,,,,,,,,,
Matthias Bieri,15:26.51,15:15.75,15:18.99,15:06.37,,,,,,,,,,,
Njaal Aase,,,,,,,,,,,,,,16:46.71,
Daniel Thür,15:24.66,15:33.48,15:28.50,15:39.90,,,,,,,,,,,
Jörg Hafner,15:46.55,,,,,,,,,,,,,,
Mike Springmann,,,,,,,,16:51.81,,,,,,,
Pius Stucki,15:48.63,,,,,,,,,,,,,,
Paulo Vieira Gonçalves,,,,,,,,,,,,,,15:57.74,
Jan Brecelj,,17:17.38,16:15.47,,,,,,,,,,,,
Kevin Gasser,,,,,,,,,,,,,,23:29.24,
James McMullan,,,,,,,15:05.48,,,,,,,,
Mauro Verdone,,,,,,,,,,,18:49.86,18:53.90,,,
Luca Botti,,,,,,,,17:04.22,,,,,,,
Enzo Todeschini,,,,,,,,,,,,,17:34.67,,
Antoine Aubry,17:46.29,,,,,,,,,,,,,,
Hannes Elmer,,16:17.40,16:38.13,,,,,,,,,,,,
Yemane Taame,,,,,,,15:14.38,,,,,,,,
David Valtério,14:53.76,15:24.87,,,,,,,,,,,,,
Benjamin Lang,,,,,,,,,17:24.19,17:30.36,,,,,
Joy Heinrich,,,,,,,16:52.30,,,,,,,,
Renatus Birrer,,,17:49.74,17:34.82,,,,,,,,,,,
Yves Klaus,,,,17:27.51,,,,,,,,,,,
Beat Eugster,16:25.74,,,,,,,,,,,,,,
Joris Husser,18:33.34,,,,,,,,,,,,,,
Thomas Suter,14:47.05,15:12.45,,,,,,,,,,,,,
Marc-Henri Jaunin,16:59.45,16:42.78,,,,,,,,,,,,,
Cornel Stucki,,,,,16:58.76,,,,,,,,,,
Erich Huber,16:00.12,,,17:32.09,,,,,,,,,,,
Yannick Jäger,,,,,,15:17.15,,,,,,,,,
Rolf Fölmli,,,,,,,,18:26.53,19:37.34,18:51.08,,,,,
Zeresenay Michiel,,,,,,,,,,,15:58.12,16:00.73,15:45.52,,
Simon Schüpbach,,,,,,,,,,15:25.77,,,,,
Philipp Kitos,,,18:39.91,,,,,,,,,,,,
Gabriele Cresta,,,,,,,18:38.45,,,,,,,,
Abraham Eshak,,,,15:46.64,14:58.73,,,,14:30.06,14:47.71,,,,,
Simon Mettler,19:35.95,,,,,,,,,,,,,,
Roger Iten,,,18:41.97,,,,,,,,,,,,
Nesero Kadi,,,,,14:40.31,14:25.14,,,,,,,,,
Seare Weldezghi,,,,,,,,,,,,,,16:51.36,
Armin Fuchs,,18:14.11,,,,,,,,,,,,,
Thomas Perraudin,,,18:53.23,,,,,,,,,,,,
Bruno Kunz,,18:43.20,,,,,,,,,,,,,
Séverin Gerber,17:17.17,,17:05.31,17:50.23,,,,,,,,,,,
Daniel Vögeli,14:12.97,14:26.37,13:59.47,,,,,,,,,,,,
Didier Brocard,,,15:44.05,,,,,,,,,,,,
Dominik Lötscher,,,,,,15:19.83,15:58.77,15:48.64,15:37.86,,,,,,
Yanick Moser,,,,,,,17:14.44,,,,,,,,
Mike Fricker,18:14.46,19:08.57,,,,,,,,,,,,,
Loïc Lanthemann,,,,,,,,,,,18:28.10,,,,
Andreas Söffker,,,,,,17:21.76,,,,,19:51.46,,,,
Raphael Fuchs,,,,16:32.82,,,,,,,,,,,
Fabian Downs,,,,,,15:38.04,14:59.09,14:58.57,,14:44.84,,,14:50.99,,
Domenik Meier,,,,,,,,16:41.54,,,,,,,
Maxence Garin,,,,,15:39.32,14:38.01,16:33.90,,,,,,,,
Mario Tiralosi,,,,,,,,,,22:41.88,,,,,
Neil Burton,,,,,,,14:14.50,14:29.38,14:11.96,14:36.03,,,14:37.51,14:30.68,
Hugo Raemy,15:48.75,,,,,,,,,,,,,,
Stéphane Heiniger,,15:08.70,,15:07.20,15:13.14,,,,15:59.22,,,,,,
Josua Robert,,,,,,,,15:36.04,,,,,,,
Jean-Marc Cattori,16:10.93,,,,,,,,,,,,,,
Enea Iten,,,,,,,,,,,,,16:38.92,,
Leonida Stampanoni,,,,,,17:08.25,,,,,,,,,
Pierre Fournier,,,,,14:54.03,,,15:02.53,,15:21.53,,,16:01.80,15:22.65,
Mario Hänni,,,16:36.55,,,,,,,,,,,,
Fabien Visinand,,,17:09.44,15:16.17,,,,,,,,,,,
Marco Gnos,,17:27.01,,,,,,,,,,,,,
Silvan Marfurt,,15:44.89,15:40.02,,,,,,,,,,,,
Patrick Rohr,,,,,,14:54.01,,15:26.95,14:35.15,14:46.26,,14:24.56,14:37.63,,
Matthias Müller,15:27.32,15:17.77,15:13.57,,,,,,,,,,,,
Yassine Dhif,17:14.35,,,,,,,,,,,,,,
Ricardo Pinto,,,,,,,,,,,,15:59.45,15:33.55,15:46.03,
Geronimo Von Wartburg,,,,,,,,,,,,15:41.42,,,
Urs Schönholzer,15:39.80,16:16.09,15:33.87,15:36.29,15:29.88,15:55.43,15:58.96,16:19.43,,16:30.43,,,,17:12.92,
Jean-Pierre Ané,,,,,,,,,,,,,,15:50.95,
Thomas Huwiler,,,,,,,,,,,,14:47.55,,,
Simon Porras,,,,,,,,,15:17.37,14:41.84,,14:29.33,,,
Laurent Schaller,,,15:42.49,,,,,,,,,15:39.44,,15:20.97,
Milyon Layne Habtemariam,,,,,,,17:13.60,16:40.33,,,,,,,
Richard Gerzner,,,15:38.40,16:06.03,,,,,,,,,,,
Andrea Laffranchini,,,,17:00.36,,,,,,,,,,,
Armin Flückiger,,,,,16:45.40,16:43.11,16:00.79,15:50.13,15:34.42,15:29.78,,15:20.66,15:10.82,15:32.72,
Robert Morhard,,,,,,,,15:30.10,,,,,,,
Marc Lauenstein,,,,,15:42.02,,,,,,,,,,
Patrik Wägeli,,,17:09.73,,,,,15:24.62,,15:03.37,,14:35.24,,,
Lukas Lombriser,,,,17:43.86,,,,,,,,,,,
Hermon Asgedom,,,,,,,,,,,,,15:49.19,15:48.51,
Marc Bareth,,,,17:10.74,,,,,,,,,,,
Simon Andreas Wüthrich,,,,,,,,,,19:01.48,,17:30.68,,,
Adrian Lehmann,17:01.08,16:15.68,15:31.18,15:05.75,14:45.45,14:29.71,14:18.39,14:05.11,,14:07.09,,,,,
Michael Curti,,,,,,16:41.83,,,,,,,,,
Tiago Pinto Monteiro,,,,,,,22:19.83,,,,,,,,
Marc Hegner,,,,,16:21.50,16:29.55,,16:15.98,,,,,,,
Martin Hubmann,,,,16:34.34,,,16:15.02,,,,15:26.21,,,,
Marc-André Biner,,,,16:52.14,,,,,,,,,,,
Samuel Keller,,,,,,,,15:47.92,,,,,,,
Julien Mézier,18:27.65,,19:32.18,,,,,,,,,,,,
Urs Schönenberger,,,,,,15:47.28,15:14.76,14:51.49,15:00.50,14:52.02,,,14:51.65,,
Simon Ammann,,,,,,,,,,,,,17:16.31,,
Florian Schweer,,,,18:42.53,,,,,,,,,,,
Philipp Arnold,,,,,,,,,,16:11.21,,,,,
Nicolas Geinoz,17:54.99,,,,,,,,,,,,,,
Adriano Engelhardt,,,,,,,14:40.56,14:20.85,14:11.09,14:33.62,,,,,
Pablo Garcia,,,,,,,15:04.15,15:39.09,,,,,,,
Elia Stampanoni,,,16:15.58,15:48.28,16:06.54,16:24.51,16:49.58,16:43.52,16:20.36,,,,,,
Alain Croisier,,,,,,,17:15.21,,,,,,,,
Thomas Brügger,16:04.71,16:36.17,,,,,,,,,,,,,
Florian Widmer,,,,,,16:21.84,,,,,,,,,
Claude Nicolet,16:34.64,,,,,,,,,,,,,,
Matthias Faivre,,,,,,,,16:39.09,,16:26.04,,,,,
Stefan Althaus,,16:40.78,,,16:25.01,,,,,16:37.74,,,,,
Marco Kubli,,,,,,,,,,,16:46.35,,,,
Daniel Hubmann,14:56.81,,14:44.24,,,,,,,,,,,,
Loris Grandjean,,,,,,,19:34.54,,,,,,,,
Nils Makos,17:03.61,,,16:27.97,,,,,,,,,,,
Matthias Schöpfer,,,,,15:55.63,15:29.64,,,,,,,,,
