Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Chantal Matzinger,,,5:17.26,5:02.70,5:11.04,4:53.65,4:53.55,5:00.19,4:56.69,5:09.46,,,,,
Hannah Benoît-Bucher,,,,,,,,,,,4:26.69,,,,
Chantal Adelmann,,,,,,,,5:54.85,,,,,,,
Samira Odermatt,,,,,,,,,,,,,,5:49.76,
Manuela Brandt,,,,,,,,,,,,,,,5:55.72
Sandra Allenbach,5:27.93,,,,,,,,,,,,,,
Sibylle Rüegger,,,,,,,5:10.15,5:12.36,,,,,,,
Christina Reichelt,,,,,,,,,,5:03.17,,4:54.46,,,
Audrey Farine,,5:58.29,,,,,,,,,,,,,
Noëmi Jakober,,,,,,,,,,,,,,,4:54.48
Joelle Curti,,,5:59.06,,,,,,,,,,,,
Maëlle Bays,,,,,,,,,,5:00.58,5:04.29,,,,
Clémence Lambert,,,,,,,,,,,,,,5:49.03,
Justine Fleury,,,,,,5:43.21,5:29.78,,,,,,,,
Andrea Burkhard,6:24.78,,,,,,,,,,,,,,
Gina Gaugler,,,,4:42.95,4:44.29,5:01.60,5:04.12,,,,,,,,
Seraina Stettler,,,,,,,,,,,,5:47.46,5:11.59,5:09.97,
Jasmine De Bortoli,,,,,,,,,,,,5:34.35,,,
Georgette Kämpfen,,,5:05.76,4:58.44,4:58.60,4:57.45,4:48.18,4:46.02,,4:56.10,4:50.92,,,,
Elin Andersson,,,,,,,,,,,4:55.33,,,,
Nathalie Vergeres,,,,,,,,,,5:59.87,,,,,
Delphine Marmy,,,,,,,,,,,,5:10.04,,,
Franziska Schmid,5:15.73,,,,,,,,,,,,,,
Pascale Füglistaler,,,,,,,,,,5:02.57,,,,,
Lucienne Chrétien,,,,,,,,,,,,,4:57.93,4:56.20,4:48.37
Alexandra Bill,,,,,5:02.05,,,,,,,,,,
Julia De Pietro,5:24.09,,,,,,,,,,,,,,
Jasmine Moser,,,,,,5:36.72,,,,,,,,,
Daniela Michel,,,,,,6:45.70,,6:27.24,6:16.43,,,,,,
Ludivine Gay-Crosier,,,,,,,,,5:15.56,5:10.78,5:08.52,5:05.20,5:04.30,,4:51.42
Salomé Chofflon,,,,,,,,,,5:06.51,,,,,
Aylin Küçük,,5:50.60,,,,,,,,,,,,,
Cécile Wanders,,,,,,,,5:17.14,,,,,,,
Manuela Schaffner,,,,,5:01.00,,4:54.11,4:57.67,,,,,,,
Letizia Petrino,,,,6:06.80,,,,,,,,,,,
Elean Briggen-Schaffner,5:24.55,5:06.43,,5:20.78,5:12.82,,,,,,,,,,
Lea Stettler,,,,,,,,,5:15.77,4:53.35,5:08.26,,,,
Ella Jayne Revitt,,,,,,,,,,4:50.42,4:57.42,4:44.61,,,
Malika Ducommun,5:43.47,,,,,,,,,,,,,,
Valeria Masciovecchio,,,,,,7:02.78,,,,,,,,,
Anaïs Gutknecht,,,,,,,5:20.24,5:08.62,5:08.11,4:56.56,4:51.53,4:54.48,5:03.31,4:53.76,
Nina Gähwiler,,,,,,,,,,,,5:17.31,4:59.70,5:00.22,4:53.92
Aline Schnyder,,,,,,,,,,,,,,5:11.65,5:36.31
Mireille Salathé,4:47.10,,,,,,,,,,,,,,
Emma Scanavino,,,,,,5:28.69,,,,,,,,,
Melina Stettler,,,,,,,,,,,,,,,6:16.24
Marina Fagone,,,6:21.09,,,,,,,,,,,,
Laura Giger,,,,,,,,,5:11.95,,,,,,
Nadine Ruffiner,,,5:13.99,5:27.62,,,,,,,,,,,
Viviane Schnyder,,,,,,,,,,,5:29.52,5:37.01,,,
Vanessa Meyer,,,,,,,,,5:03.19,5:13.80,5:29.52,,,,
Matilde Stampanoni,,,,,,,,,,,,,,5:41.58,5:56.17
Nora Gmür,,,,,,,,,,,4:52.48,4:46.86,4:42.14,4:44.32,
Rebekka Leistner,,,,,,4:52.79,,4:44.86,,5:10.48,,,,,
Sereina Magani,,,,,,,,,,,,,,5:54.16,
Nathalie Schertenleib,4:56.06,4:48.12,,,,,4:38.79,,,,,,,,
Emilie Blanc,,,,5:42.30,,,,,,,,,,,
Tiffany Langel,4:41.51,4:41.98,4:44.20,4:42.23,4:36.14,4:30.01,4:29.14,4:27.12,4:56.26,4:42.19,,,,,
Stefanie Ronner,5:21.89,,,,,,5:05.55,5:01.30,5:00.65,5:03.94,5:03.09,4:57.58,,,
Marjorie Berrut,,,,,,,,,,,,,,4:52.08,
Sarah Donzallaz,5:25.70,5:59.16,5:58.26,,,,,,,,,,,,
Jasmine von Vivis,,,5:41.01,5:40.45,,,,,,,,,,,
Sibylle Dürrenmatt,,,,4:20.36,4:27.03,4:26.88,4:28.31,,,4:41.65,,4:36.41,4:37.76,4:46.43,
Patricia Ferreira,,,,,,,5:34.85,,,,,,,,
Lara Alemanni,,,,,,,4:59.31,4:49.01,4:41.33,4:29.27,4:27.77,4:28.97,,,4:39.08
Arianna Engelhardt,,,,,,4:58.84,,,,,,,,,
Florence Peguiron,,,4:43.91,4:38.73,4:37.64,4:38.65,4:36.55,4:28.60,4:28.94,4:28.20,4:41.06,,,,
Aline Dumas,,,,,,,,,,,,5:46.53,,,
Lena Feigenwinter,,,,,,,,,,,,,5:00.25,5:12.50,
Léonie Rühle,,,,,,,,,,,,,5:09.33,,
Lisa Fercher,,,,,,,,,,,,,5:24.04,,
Anine Jamin,,,,,,5:07.93,,,,,,,,,
Fabienne Zahno,,,,5:28.04,5:40.73,,,,,,,,,,
Jennifer Moresi,,,,,4:53.10,,4:41.79,,,,,,,,
Valentina Rosamilia,,,,,,,,,,,,4:48.36,4:35.72,4:24.33,
Kenza Vionnet,,,,,,,5:36.53,5:26.30,5:08.48,5:16.49,,,,,
Olivia Bissegger,,,,,,,,4:58.43,4:47.17,5:05.26,,,,,
Ana Gasser,,,,,,,,,,5:26.00,5:20.63,,,,
Nicole Giulieri,,,5:44.59,,5:43.83,,,,,,,,,,
Judith Erni,,,,,,,,,,,,5:22.55,,,
Alina Sönning,,,,,,,,,,,4:56.76,4:47.29,4:45.98,4:36.07,4:36.11
Cléa Formaz,,,4:50.08,4:44.80,4:38.73,,,4:44.56,4:50.14,,,,,4:59.86,4:47.16
Barbara Kocher,,,,,4:54.45,,,,,,,,,,
Melanie Schneider,,,,,,5:21.67,5:31.88,4:55.27,5:06.78,5:02.95,4:59.59,,5:04.24,5:05.48,4:56.16
Tara Meier,,,,,,5:08.65,,,,,,,,,
Paola Stampanoni,5:14.38,5:02.62,5:11.99,5:00.39,5:00.40,4:55.81,4:58.98,,,,,,,,
Selina Hauser,,5:16.07,5:28.48,,,,,,,,,,,,
Nathalie Philipp,,,,5:14.82,5:05.93,4:58.72,5:05.72,5:05.16,5:04.37,5:17.82,4:52.79,4:59.42,,,
Christine Müller,,,5:00.17,4:55.08,4:50.78,4:40.98,4:44.93,4:56.97,4:44.53,4:48.45,4:46.70,4:48.06,4:40.78,4:45.97,
Samira Bänziger,,,,,,,,,,,,,5:04.87,4:48.37,4:54.08
Chiara Rezzonico,,,,,,,4:47.63,4:55.11,,,,,,,
Céline Dietrich,,,,,,,,,,,,5:26.33,,,
Sophie Baumann,,,,,,,,,,,,,4:47.83,4:36.76,4:31.98
Anais Röhler,,,,,,,,,,5:15.25,5:20.95,5:06.94,,5:10.39,5:07.56
Coralie Balmer,,,,,,,,,6:00.96m,,,,,,
Rachel Poffet,5:24.02,5:24.54,,,,,,5:27.31,,,,,,,
Tanja Moser,,,,,,,,,,5:28.54,,,,,
Julia Schmidt,,,,,,,,,,,5:27.75,,,,
Coralie Gibson,,,,5:14.39,,,,,,5:06.98,,5:34.65,,,
Marina Rüegg,5:21.45,,,,,,,,,,,,,,
Sara Bayerl,,,,,,,,,,,,,,,6:53.89
Nicole Strebel,,,,,,,,,,,4:48.52,4:48.96,4:45.56,4:55.45,
Anja Uebersax,,,,5:22.84,,5:08.15,,5:10.93,,,,,,,
Manuela Fahrni,,,,,5:18.73,5:19.68,,,,,,,,,
Maja Glesti,,,4:57.43,,,,,,,,,,,,
Astrid Leutert,,,4:28.45,,4:25.95,,4:21.88,4:33.89,4:21.67,4:41.37,,,,,
Rachele Botti,,,,,,,,,,,,5:02.23,5:11.63,,
Alicia Durrer,,,,,,,5:19.52,5:05.68,,,,,,,
Tonja Künzler,,,,5:06.79,5:04.02,4:54.11,5:35.85,,,,,,,,
Giulia Favre,,,,,,,,,,5:18.84,5:13.92,5:07.07,5:04.20,,
Joana Seiler,,,,,,,,,,,,5:15.60,5:07.65,5:21.32,5:17.24
Martina Tresch,4:49.89,4:46.32,5:01.92,4:32.28,4:25.43,4:22.00,,4:27.43,4:40.41,4:41.88,,,,,
Stephanie Haefeli,,,5:07.37,4:57.13,4:49.54,4:47.33,4:46.42,,4:52.23,,,,,,
Eva Senn,,,,,,,,,,,,,,5:23.38,
Chiara Scrucca,,,,,,,,,,,,,,5:31.47,
Delia Sclabas,,,,,,,4:46.25,,4:25.22,4:25.15,4:22.51,4:12.00,4:10.10,4:12.37,4:19.05
Noémie Hess,,,,,,,,,,,,,,,5:30.91
Kirlène Dolce,,,,,,,,,,,4:58.73,4:42.66,,,4:35.11
Alexandra Bosshard,,,,5:08.52,,,,4:44.36,,4:30.75,4:27.51,4:25.32,,,
Marine Baumberger,,,,,5:39.17,,,,,,,,,,
Caroline Praz,,,5:06.26,,,,,,,,,,,,
Eveline Schick,,,,,,,,,5:59.39,,,,,,
Leonie Saurer,,,,,,,,,,,,4:51.17,4:43.75,,4:36.71
Laeticia Froidevaux,,,,5:30.80,,,,,,,,,,,
Nicole Aellig,,,,,,5:08.21,,,,,,,,,
Silia Sclabas,,,,,,,,,,5:14.23,,,,,
Barbara Dell'Atti,,,,5:01.35,,,,,,,,,,,
Yodit Tesfaye,,,,,,,,,,,,,,5:12.10,4:54.06
Magdalena Mäder,,5:03.26,,,,5:07.20,,,,,,,,,
Annaliese Schamaun,,,,,,,6:51.98,,,,,,,,
Christina Strycker,4:57.05,5:00.02,,,,,,,,,,,,,
Audrey Groetzinger,,,,,,,,,,,,5:06.79,4:51.92,,
Yvonne Nussbaumer,,,,,,,,5:04.29,5:11.19,5:07.43,,,,,
Florence Epiney,,,,,,,5:34.91,5:24.26,,,,,,,
Rahela Brunner,,,,5:18.66,5:08.78,5:06.61,,,,,,,,,
Cristina Maggetti,,,,,,,,,,,,,,,5:13.55
Deborah Büttel,,4:51.42,,,,,,,,,,,,,
Salome Marmet,,,,,,,,,5:02.14,5:12.40,,,,,
Melanie Onken,,,5:43.61,5:26.24,5:42.09,5:33.52,,,,,,,,,
Camilla Dagani,,,,,,,,5:32.71,,,,,,,
Susanne Rüegger,,,,,4:46.41,4:39.27,,,,,,,,,
Anna Peter,,,,,,,,,,,,,4:59.18,,4:47.81
Zoé Abramowski,,,,,,,,,,,,,,5:51.94,5:16.38
Andrea Fink,,,,,,,,,5:02.55,4:55.21,4:58.19,5:00.30,4:58.58,5:08.29,5:04.23
Aline Laube,,,,,,,,,,,,,,,5:05.26
Selina Ummel,,,,,,,,4:42.82,4:31.84,4:31.34,4:27.53,4:25.92,4:26.81,4:31.07,4:26.86
Alina Hert,,,,,,,,,,,,5:04.87,5:05.06,4:57.74,
Charlotte Donzallaz,,,,,,,,,,5:10.12,5:02.43,5:20.84,,5:23.96,5:01.95
Tamara Manser,,,,,,,,,,5:07.93,5:05.57,5:17.27,,,4:40.73
Mara Moser,,,,,,,,,,,,5:02.53,,,
Emilie Farquet,,,,,,,,,,,5:09.00,,,,
Tanja Bärtschi,,,,5:09.02,5:07.90,,,,,,,,,,
Leana Abt,,,,,,,,,,,,,,5:13.22,
Mariya Riser,,,,,,,,5:17.93,,,,,,,
Simona Aeschlimann,,,,,,,,,,,,,5:12.40,5:05.31,4:51.02
Federica Baldi,,,,,,,,,,,,,,,5:25.52
Rosalba Rossi,,,,,,,,4:52.96,4:55.98,,,,,,
Aarti Miescher,,,,,,,,,,,,,4:48.33,4:38.49,4:34.27
Kylie Tendon,,,,,,,,,6:05.94,5:51.78,,,,,
Estelle Oberson,4:40.97,,,,,,,,,,,,,,
Mirja Jenni-Moser,,4:30.31,,,,,,,,,,,,,
Andrina Schläpfer,,,4:33.50,4:32.42,4:20.38,,4:22.29,4:18.47,,,,,,,
Jasleen Singh-Badwal,,,,,,,,5:24.72,5:17.91,5:29.93,,,,,
Sämäntha Kropf,,,,,,,,,,5:50.66,,,,,
Zari Christen,,,,,,,,,,,,,,,5:06.46
Jana Piller,,,,5:10.66,5:08.65,4:59.86,,,,,,,,,
Linda Rutz-Oberholzer,4:58.63,4:40.55,4:35.10,5:11.93,4:44.63,4:35.91,,,,,,,,,
Letizia Martinelli,,,,,,,,,,,,,,4:55.00,
Camille Jacquod,,,,,,,,,5:53.64,,,,,,
Fanny Comina,,,,,,,,,,5:04.99,,,,,
Sina Laube,,,,,,,,,,,,,5:15.11,,
Marielle Van Helvoort,,,,,5:46.57,,,,,,,,,,
Nina Mettler,,,,,,,,,,,,,,4:51.16,5:05.70
Melissa Epprecht,,,,,,,,,,,,,,5:34.62,
Corinne Müller,4:33.36,4:40.81,4:30.57,4:48.78,4:37.63,4:32.26,4:46.30,4:35.13,,,,,,,
Sara Thorens,,,,,,,,,,,,5:10.41,5:15.21,,
Perrine Truong,5:17.76,4:57.39,4:48.27,4:43.33,,4:32.05,4:27.34,4:30.90,4:35.65,,,,,,
Katja Moser,,,,,,,,5:37.73,5:12.41,,,,,,
Sophie Wälti,,,,,,,,5:38.29,5:41.78m,,,,,,
Daria Degen,,,,,,,,,,,,5:08.57,5:10.25,4:59.92,5:09.27
Lynn Lengen,,,,,,,,,,,,6:07.01,,,
Fiona von Flüe,,,,,,,,,,,,,,,4:36.91
Méline Chapatte,,,,,,,,,,,,,,,5:44.76
Nicole Kündig,,5:51.24,5:51.39,6:30.73,,,,,,,,,,,
Laure Cordonier,5:17.44,5:06.45,,,,,,,,,,,,,
Céline Pfeiffer,,,,,,,5:47.28,,,,,5:19.06,5:07.44,,4:56.80
Jana Abel,,,,,,,,,,,5:39.49,5:02.58,,,
Giulia Mazzotti,,4:53.72,5:14.76,4:57.20,5:00.09,,,,,,,,,,
Cecilia Ferrazzini,,,,,,,,,,,,,5:26.61,5:16.69,5:16.93
Stefania Barloggio-Lupatini,,,,,,4:58.15,4:57.67,4:52.65,,,,,,,
Pauline Fliege,,,,,,,,,,,5:58.15,,,,
Kaya Mercer,,,,,,,,,,,,,5:33.04,5:04.67,
Belinda Tramonti,,,,5:12.91,,,,,,,,,,,
Joëlle Mayoraz,,,,,,,,,,,5:17.95,5:12.66,5:13.40,,
Agnès McTighe,,,,,,,,,,4:30.63,,,,4:47.39,4:22.22
Vera Notz-Umberg,4:28.88,,,,,,,,,,,,,,
Dzeneta Imeri,,,,,,,5:22.35,5:36.06,,,,,,,
Leila Giulieri,,,,,6:49.53,,,,,,,,,,
Maren Schott,,,,,,,,,,4:56.11,,,,,
Lea Cocconi,,,,,,,,,,,,,,5:58.50,
Melina Andorra,,,,,,,,,,,,5:06.05,4:48.89,4:32.12,
Marie Theurillat,,,,,,,,5:35.50,5:26.69,,,,,,
Vicki Goodwin,,,,,5:21.71,,,,,,,,,,
Sabine Fischer,4:12.37,4:16.63,4:27.00,,4:26.73,,4:21.68,,,,,,,,
Vanessa Schranz,,,,,,,,4:55.57,4:50.18,4:58.06,,,5:18.83,4:50.32,
Salma Dénervaud,,,,,,,,,,,,,4:51.73,4:48.69,4:43.17
Giulia Salvadè,,,,,,,,,,,,,,,4:54.09
Karin Glanzmann,4:44.45,,,,,,,,,,,,,,
Stefanie Trutmann,,5:03.46,,4:45.23,4:42.00,4:41.16,,,,,,,,,
Nina Zuber,,,,,,,,,,,,5:16.31,,,
Alicia Schär,,,,,,,,,,,,,,5:05.30,5:04.34
Arlette Meier-Hunger,,,,,4:29.21,4:35.72,4:38.30,4:36.69,4:50.06,4:41.98,,,,,
Sina Sebene Michael,,,,,,,,,,,,,5:04.30,5:05.16,
Liliana Baptista,5:46.19,,,,,,,,,,,,,,
Emma Böhm,,,,,,,,,,,,,,5:02.12,4:57.51
Noëmi Jordi,,,,,,,,,,,,5:46.89,,,
Yvonne Kägi,4:44.77,4:43.01,4:52.42,5:03.82,4:40.88,,4:40.57,4:41.68,,,4:42.81,,,,
Lou Ferrero,,,,,,,,,,,,5:44.83,,,
Caitlin Fowlds,,,,,,,,,,4:57.24,4:56.11,,,,
Naera Giaimo,,,,,,,5:01.39,5:10.10,,,,,,,
Agata Bulloni,,,,,,5:09.48,,5:06.61,,,,,,5:15.54,
Laura Storrer,,,,,,5:32.31,,,,,,,,,
Natacha Monnet,4:59.86,5:04.30,,,,,,,,,,,,,
Selina Fässler,,,,,,,,5:21.00,,,,,,,
Sabine Müller,,,,,,,,,,,,5:30.75,,,
Laura Colliard,,5:10.32,,,,,,,,,,,,,
Fiona Jeitziner,5:04.25,,,,,,,,,,,,,,
Priska Auf der Maur,,,4:38.55,4:32.16,4:29.83,4:32.29,,,4:31.97,4:32.69,4:27.23,4:35.41,4:27.77,4:24.63,
Stephanie Gerber,,,,,,,,,,,,4:57.16,,,
Mona Stockhecke,,,,,,,4:48.74,,4:54.71,,,,,,
Fabienne Aggeler,4:51.20,5:11.12,,,,,,,,,,,,,
Rawa Kaya Iseli,,,,,,,,,,,,,,5:09.80,4:58.85
Anna Simona Rieder,,,,,,,,,,,,,,,5:14.85
Céline Giger,,,,4:59.57,5:02.32,,,,,,,,,,
Helena Erni,,5:29.36,5:44.96,,,,,,,,,,,,
Géraldine Bach,,,,,5:14.82,,,,,,,,,,
Grace Lynch,,,,,,,,6:08.31,,,,,,,
Cristina Vonzun,,,,,,,,6:15.15,,,,,,,
Zoé Zimmermann,,,,,,,,,,,5:35.26,5:50.26,,,
Zelia Näfen,,,,,,,,5:04.24,5:00.95,5:01.18,5:07.25,5:04.69,5:13.13,5:11.33,4:50.07
Kerstin Hutter,,,,,,,,5:11.04,,,,,,,
Tabea Blatter,,,,,,,,,,,,,,4:43.19,4:50.24
Nadine Kluser,,,,,,5:13.20,5:03.80,,,,,,,,
Lea Hefel,,,,,,,,,,,,,,5:12.72,
Annina Fahr,,,,,,,,,,,,5:32.73,5:29.54,5:10.62,
Ruth Wüthrich,,,,,,,,,,,,,,,5:00.30
Sara Caiado,,,,,,,,,,,,5:47.93,,,
Sabrina De Martin,,,,,6:36.27,,,5:51.97,,6:35.22,,,,,
Lealie Christen,,,,,,,,,,,,,,,5:24.89
Nubya Stauffer,,,,,,,,,,,,,,,5:15.75
Kira Klein,,,,,,,,5:45.46,,,,,,,
Rachele Pawlowski,,,5:42.49,5:36.58,,,,,,,,,,,
Sybille Rion,,,,,6:11.21,,,,,,,,,,
Olivia Fischer,,,,,,,,,,,,5:56.93,,,
Ramona Frick,,,5:52.60,,5:30.05mM,5:27.03,5:22.56,5:34.57,,,,,,,
Vanessa Keller,,,,,,4:58.51,,,,,,,,,
Sabella Tesfaye,,,,,,,,,,,,,,4:41.74,4:36.33
Lea Eltschinger,,,,,,,,5:00.97,5:01.81,5:13.58,5:10.23,,,,
Livia Hofer,,,,,,,,4:56.88,,,,,,,
Julia Marock,,,,,,,,5:47.29,,,,,,,
Rebekka Lüdin,4:51.19,4:49.37,5:14.83,,,,,,,,,,,,
Caroline Droux,,,,,,4:55.66,4:59.42,4:56.48,5:00.96,4:50.98,,,,,
Janice Studler,,,,,,,,,,,,5:17.11,5:12.35,5:05.63,4:56.64
Alisha Rüegger,,,,,,,,,,,,,,4:44.15,4:40.98
Joëlle Bachmann,,,,,,,,,,,5:25.90,5:47.95,5:22.81,,5:15.30
Michelle Tanner,,,,,,,,,,4:56.57,4:48.23,4:47.70,,5:04.34,
Melanie Fuchs,4:48.36,,,5:09.80,,,,,,,,,,,
Caroline Ruffiner,5:10.51,5:01.68,5:04.10,,,,,,,,,,,,
Oxana Mroczek,,,,,,,,,,5:06.29,4:54.56,,,,
Patrizia Leonardi,,,,,,,6:09.80m,,,,,,,,
Simone Dietiker,,,4:58.72,,,,,,,,,,,,
Lena Wunderlin,,,,,,,,,,,,5:11.00,,,5:03.26
Celine Giovanelli,5:18.47,,,,,,,,,,,,,,
Carmen Thalmann,,,,5:03.92,4:49.27,4:56.63,4:54.71,4:52.21,5:13.73,4:51.39,4:59.42,4:59.99,,,
Lore Hoffmann,,,,,,,,,,,,4:23.76,,,4:21.57
Michelle Zinniker,,,,,,,,,,,5:31.94,5:26.38,6:03.45,5:14.08,
Angela Peter,,,,5:31.74,5:26.84,5:44.34,,,,,,,,,
Rahel Rebsamen,,,,,,,,5:40.35,,,,,,,
Melanie Staubli,,,,,,,,,,,5:13.61,5:01.38,4:59.95,,5:23.52
Lucie Degrada,,,,,,,,,,,,5:08.48,4:58.36,4:56.57,5:00.44
Nicole Gmeiner,4:43.26,4:42.46,,,,,,,,,,,,,
Helena Aicher,,5:21.64,,,,,,,,,,,,,
Alexandra Cirillo,,,,,,,,5:11.98,5:05.02,,,,,,
Patricia Troxler,,,,,,,,5:15.18,,,,,,,
Marina Koch,,,,,,,,,,,5:18.97,5:05.45,,,
Eveline Rebsamen,,,,,,,,6:11.70,,,,,,,
Cindy Schmid,,,,4:50.86,,,,,,,,,,,
Alessia Stampfli,,,,,,,,,,,,4:58.97,,,
Birtukan Bouele,,,,,,,,,,,7:00.69,,,,
Anja Jaggi,,,,,,,,,,,,5:31.26,5:28.32,,
Rahel Blättler,,,,,,,,,,5:01.97,4:55.10,4:53.93,4:47.04,4:39.34,
Cecilia Conforto Galli,,,,,,,,,5:00.98,5:01.16,5:08.76,,,,4:48.37
Livia Morgenthaler,,,,4:35.79,4:24.69,4:28.64,4:29.11,,,,,,,,
Maureen Jordan,,,,,,5:00.00,4:57.48,,,,,,,,
Flavie Roncoroni,,,,,,,,5:22.06,4:59.99,4:55.92,,,,5:24.88,
Giorgia Merlani,,,,,,,,,,,,,,,4:56.51
Sibylle Häring,,,,,,,,,,4:49.33,4:33.36,4:26.32,4:31.17,4:28.84,4:30.53
Nina Peter,,,,,,,,,,,,,,,5:43.70
Evelyne Dietschi,,,,,,5:07.27,4:51.16,4:43.13,4:43.67,4:42.96,,,,4:53.09,
Julia Hayoz,5:09.68,5:17.45,5:15.33,,,,,,,,,,,,
Nadine Rietmann,,,,,,5:06.64,,5:05.15,,,,,,,
Elena Gigandet,,,,,5:56.32,,,,,,,,,,
Crystel Matthey,,5:03.00,5:05.36,4:53.87,,,,,,,,,,,
Laura Borner,5:49.30,,,,,,,,,,,,,,
Leïla Wütschert,5:15.10,5:27.74,5:27.68,,,,,,,,,,,,
Arianna Sclabas,,,,,,,4:57.81,4:53.96,5:13.67,,,,,,
Selina Rutz-Büchel,,4:49.93,4:39.19,4:29.01,4:33.77,4:27.96,,4:20.69,,4:18.57,,,,,4:10.12
Michelle Bilgischer,,,,,,,,,,,,5:13.60,,,
Jeannine Boschung,,,,5:11.20,5:16.38,,,,,,,,,,
Corina Räber,,,,6:27.87,,,,,,,,,,,
Clara Mayer,,,,,,,6:20.03,,,,,,,,
Ella Bacchetta,,,,,,,,,,,5:13.84,,,,
Valentine Marchon,,,,,,,,,5:13.06,5:08.84,,,,,
Jaëlle Wyttenbach,,,,,,,,,,,,5:23.74,5:04.43,5:04.70,5:10.30
Simone Michlig,4:58.81,,,,5:01.93,5:05.77,4:56.41,4:49.71,4:48.41,4:57.14,,,,,
Jil Hohler,,,,,,,,5:12.10,,,,,,,
Juliette Morath,,,,,,,,,,,,,,4:35.46,4:29.92
Mayowa Alaye,,,,,,,,,,5:10.53,5:01.13,,,,
Michelle Eigenmann,,,,,,,5:06.68,5:12.01,5:20.27,,,,,,
Kaja Ziltener,,,,,,,,,,,,,,7:06.57,
Anoc Stricker,,5:31.27,,,,,,,,,,,,,
Zora Oswald,,,,,,,5:00.32,5:05.34,5:12.31,5:11.36,5:10.80,,,,
Natalia Evangelidou,,,,,,,,,,,,,,,4:26.90
Valentina Tanner,,,,,,,,,,,5:03.39,5:11.23,,,
Martine Carron,,,,,,,,,,,,,,,5:16.71
Lorana Martoccia,,,,,,,,,5:01.81,5:29.37,,,,,
Sophie Lohmann,,,,,,,,,,,,5:04.99,,,
Sabrina Gilg,,6:55.05,,,,,,,,,,,,,
Ilaria Arini,,,,,,,,,,,,,,,4:51.31
Chloé Berli,,5:07.02,4:49.44,,,,,,,,,,,,
Selina Baumberger,,,,,,,4:48.45,4:51.78,4:50.62,4:50.48,4:52.64,4:47.53,4:48.49,,
Elena Debelic,,,,,,,,,,,,,5:25.13,,
Andreina Tanner,4:54.00,,,,,,,,,,,,,,
Olivia Abegglen,,,,,5:18.04,,,,,,,,,,
Sandra Pool,4:42.11,,4:43.18,4:38.53,4:38.34,4:38.76,4:37.44,4:38.28,4:34.17,4:35.87,,,,,
Patrizia Köpfli,5:26.83,5:14.81,5:12.17,5:41.07,,,,,,,,,,,
Delphine Cibotto,,,,,5:41.49,5:23.29,,,,,,,,,
Esther Fäsi,,5:02.87,,,,,,,,,,,,,
Alina Stieger,,,,,,,,5:23.38,5:26.69,,5:45.96,,,,
Saskia Münger,,,,,,,6:02.90,5:26.14,,,,,,,
Stefanie Guler,,,,7:12.82,,6:48.48,,6:52.75,,7:02.57,6:30.93,6:34.24,,,
Molly Renfer,,,,,,,,4:29.85,4:18.78,4:18.25,4:18.92,,4:33.96,,
Nora Zemp,,,,,,,,,,,,,,5:24.54,5:15.42
Seraina Frei,,,,,,,,,,5:53.58,,,,,
Sina Scherling,,,,,,,,,,,,,5:04.69,4:51.47,4:41.42
Ségolène Métral,4:51.10,4:47.69,5:02.48,,,,,,,,,,,,
Noemi Christen,,,,,,,,,,,,,,,5:20.45
Karin Fisher,,,,,,,,6:51.71,,,,,,,
Elisa Bron,,,,,,,,,,5:38.65,,,,,
Corina König,,,,,,,5:06.88,5:01.80,,,,,,,
Alexandra Canoneo,,,6:40.94,,7:29.85,7:24.75,,,,7:27.41,7:12.00,7:03.59,,,
Sabine Bonvin,,,,,,,,,,4:53.87,4:40.39,4:32.64,4:29.50,4:32.69,4:28.96
Alexandra Brun,,7:09.86,,7:24.52,7:05.60,6:59.97,,6:58.72,,,6:23.60,,,,
Nora Käser,,,,,,,,,,,,,,,5:31.13
Lea Jael Huggenberger,,,,,,,,,,,,,,,5:32.98
Lina Miglar,4:59.90,,4:46.05,,4:50.10,,,,,,,,,,
Nina Bleiker,,,,,,,,,,,5:22.41,5:23.89,,,
Leanne-Joy Meyer,,,,,,,,,5:39.91,,,,,,5:16.03
Félicia Fasel,,,,,,,,,,6:18.73,5:44.00,,,,
Laura Ryter,,,,,,,,,,,5:22.33,,5:20.65,,
Anja Probst,,,,,,,,,,,,,,5:15.90,
Neomi Glarner,,,5:22.23,,,,,,,,,,,,
Monika Schüepp,5:12.10,,,,,,,,,,,,,,
Elisa Bovigny,,,,,,,,,,,,6:32.96,,,
Leandra Lutz,,,,,,,,,,,5:28.99,,,,
Odile Giger,,,,,,,,4:54.26,,,,,,,
Chantal Schöni,,,,,,5:29.78,5:10.55,5:10.57,5:01.24,5:12.55,,,,,
Katjana Schriber,,,,,,,5:15.31,,,,,,,,
Christina Fenk,,,,5:02.31,,,,,,,,,,,
Fabienne Duss,5:06.37,4:52.13,4:50.23,,,,,,,,,,,,
Sarah Collins,,,,,,4:43.55,4:37.07,,,,,,,,
Valerie Widmer,,,,,,,,5:26.76,5:02.56,5:01.56,4:54.61,5:05.57,,,
Maria Luisa Quirici,,,,,,,,5:30.13,,,,,,,
Arina Altomare,,,5:48.26,,,,,,,,,,,,
Juliana Soares,,,,,,,,,,,,,5:34.34,,
Angelina Kessler,,,,,,,,,5:30.11,,,,,,
Mekdes Woldu,,,,,,,4:34.07,,,,,,,,
