Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Philipp Allemann,,,,,,5:08.14,,,,,,,,,
David Stillman,,4:07.12,4:15.77,,,,,,,,,,,,
Reto Huber,,,,,4:49.36,4:49.06,,,,,,,,,
Adrian Lehmann,4:34.95,4:18.46,4:09.01,3:58.75,3:58.00,3:57.05,3:56.41,,,,,,,,
Daniele Romelli,,,,,,,,,,,,,4:14.19,4:10.48,4:07.85
Raphael Schaffner,,,,,4:31.97,4:16.28,4:25.20,,,,,,,,
Fedi Jemli,,4:17.51,4:07.29,,,,,,,,,,,,
Severin Schöb,,,4:24.01,,,,,,,,,,,,
Fabrice Mettler,,,,,,,,,,,4:49.15,4:32.60,4:26.11,4:16.89,
Nicolas Roditscheff,,,,,4:09.81,4:07.24,,,,,,,,,
Gert Swanepoel,,,,,,,4:28.83,,,,,,,,
Dominic Meier,4:57.64,4:38.37,4:36.69,4:42.36,,,,,,,,,,,
Andri Oberholzer,,,,,,,5:19.47,5:17.58,4:55.23,4:54.80,,4:40.75,4:51.18,4:55.26,
Robin Hasler,,,,,,4:59.96,,,,,,,,,
Yann Fankhauser,,,,,,,4:39.81,,,,,,,,
Michaël Nançoz,4:09.58,,,,,,,,,,,,,,
Gian-Luca Reinhard,,4:40.20,,,,,,,,,,,,,
Christian Schumacher,,4:06.90,4:05.27,4:17.13,4:02.07,4:04.91,,,,,,,,,
Benjamin Fleury,,,4:18.73,4:15.52,4:18.19,4:12.85,,4:33.16,,,4:25.80,,,,
Simon Schönenberger,,,,,,4:07.86,4:18.71,4:09.50,4:13.28,4:06.60,4:10.24,4:11.76,4:11.24,4:11.61,
Marc Leutwyler,,,,,,,,,,,,5:36.45,,,
Nicolas Sangleboeuf,,,,,4:50.24,4:27.45,,,,,,,,,
Michael Bucher,4:55.92,4:27.70,4:29.02,4:22.30,4:25.58,4:22.50,4:29.48,4:22.24,4:25.61,4:35.31,4:32.04,4:43.62,4:46.07,,
Thomas Huwiler,,4:15.10,4:00.42,3:58.47,3:56.50,3:56.46,3:56.46,3:53.48,3:50.52,3:49.57,4:07.56,,,,
Anthony Martinelli,,,,,,,,,,,5:08.24,5:12.67,,,
Raphael Fuchs,3:49.00,3:47.41,3:48.09,3:50.78,3:46.52,3:47.50,,3:55.62,,,,,,,
Pascal Waser,,,,,,,,,,,4:53.22,4:49.65,4:51.29,5:30.73A,
Andreas Ammann,,,,,,,,,,,,4:34.00,,,
Jonas Wilhelm,,,,,,,,,,,,,,5:52.70,5:54.07
Marc Edelmann,,,,,,5:16.93,5:23.23,5:22.62,5:16.50,5:15.92,,,,,
Flavian Diethelm,,,,,,,,,,,,,5:41.17,5:21.85,
Denis Bigler,,,,4:24.68,4:25.36,,,,,,,,,,
Andrea Lazzarotto,,,,,,,,,,,,,4:35.65,4:38.97,4:22.74
Dominic Lokinyomo Lobalu,,,,,,,,,,,,,,,3:42.84
Lukas Arnold,,,,,4:40.20,4:21.42,4:26.62,,,,,,,,
Daniel Kunz,,,,,,,,,4:50.16,4:32.79,4:23.56,4:15.85,4:27.26,,
Jannis Heim,,,,,,,,,,,,5:43.99,,5:51.71,
Fabian Pulfer,,,,,,5:05.08,4:46.55,4:51.51,,,,,,,
Jonathan Stampanoni,,,,,,,,,,,,4:39.78,,,
Yannick Krijnen,4:40.83,,,,,,,,,,,,,,
Stephan Wullschleger,4:00.71,4:01.28,4:02.26,4:09.33,4:07.06,,4:01.90,,,,,,,,
Stéphane Repond,,,4:22.04,,,,,,,,,,,,
Sandro Aeschlimann,,,,,,,,,,,4:49.12,4:58.76,,,
Lars Widmer,,,,,,,,,,4:27.77,4:28.14,4:24.80,,,4:22.72
Major Tesfay,,,,,,,,,,4:07.88,,,,,
Kevin Maillard,,4:45.65,,,,,,,,,,,,,
Robin Mauch,,,,,,,,5:29.46,,5:24.80,,,,,
Luc Haus,,,,5:06.72,,4:43.58,,,,,,,,,
Kevin Rey,,,,,,,,,,,,4:46.80,,4:45.97,
Ariel Hinnen,,,,,,,,,,6:01.09,,,,,
Paul McIntyre,,,,,,,,,,,,,,4:12.95,4:00.77
Stephen Staehli,3:52.15,,4:23.28,4:04.14,4:20.57,,,,,,,,,,
Luca Giacobbo,,,,,,,4:57.21,,,,,,,,
Louis Lazeyras,4:45.48,,,,,,,,,,,,,,
Louis Dolce,,,,,,,,,,,,3:59.19,3:54.60,4:00.50,
Markus Hausmann,4:51.26,4:56.84,,,,,,,,,,,,,
Christian Belz,3:48.34,,,,,,,,,,,,,,
Benoît Délèze,,,,,,,4:43.55,,,,,,,,
David Tschofen,,,,,,,,,,,,,4:46.97,4:53.94,4:57.46
Walter Vonlaufen,,,,,,,,,,,,6:23.18,,,
Samuel Wunderli,5:33.00,5:47.30,,,6:36.58,,,,,,,,,,
Isaia Martinoni,,,,,,,,,,,,,,5:24.08,5:19.44
Daniel Blättler,3:58.39,3:57.41,3:57.37,3:59.54,4:02.07,3:55.31,4:00.45,4:02.95,4:03.82,4:00.53,,4:11.46,,,
Marco Zollinger,,4:44.00,4:50.50,,,,,,,,,,,,
Elia Bizzozero,,,,,,,,,,,4:23.33,,4:24.87,,4:25.41
Kenny Lambiel,,,4:26.29,4:24.04,4:23.10,,,,,,,,,,
Reto Meier,,4:55.67,,,,,,,,,,,,,
Robin Dürr,,,,,,5:06.28,5:26.84,,,,,,,,
Alessandro Castelli,,,,,,,4:20.77,,,,,,,,
Kirian Guillou,,,,,,,,,,,,,,5:16.73,
Marc Streiff,,,,,,,,4:54.44,,4:46.45,,,,,
Gabriel Patzi,,,,,,,,,,,,,4:14.06,4:07.92,
Tobias Rutishauser,,,,,,,,,,,,,4:54.96,,
Roman Keller,4:56.64,,,,,,,,,,,,,,
Fabian Amherd,,,,,,,,,,,,4:36.73,4:37.55,4:29.27,4:30.67
Patrick Kramis,,,,4:57.68,,,,,,,,,,,
Armand Fardel,,,,,,,4:58.98,4:57.87,,,,,,,
Thomas Stricker,,5:27.02,5:07.99,5:13.20,5:10.80,5:44.91,,,,,,,,,
Joël Scheder,,,,,,4:53.78,,,,,,,,,
Meddy Fouquet,,,,,,,,,,3:58.36,3:59.63,,3:55.88,3:49.63,3:49.40
Noah Enzmann,,,,,,,,,,,,4:23.86,,,
Loann Gabioud,,,,,,,,6:25.05,,,,,,,
Jean-Jacques Perret,,,,,,,,,,,,,,4:20.24,
Frederic Strickler,,,,,,,,5:27.17,4:52.33,5:05.88,,,,,
Fabian Downs,,,,,,,,,,3:59.43,,,,,
Daniel Malach,,,,,,,,,,,5:11.73,5:10.84,5:05.11,5:09.38,5:29.48
Alan Rodriguez,,,,,,,,,,,5:17.12,,,,
Jonas Schwegler,4:23.89,,,,,,,,,,,,,,
Jose Carlos Queiros Barbosa,,,,,,,,,,4:08.76,4:01.70,4:00.73,,,
Benjamin Schaub,,4:22.54,4:08.58,4:11.15,4:07.35,,,,,,,,,,
Tim Keller,,,,,,4:27.01,4:35.50,,,,,,,,
Beat Eugster,4:15.45,,,,,,,,,,,,,,
Victor Despland,,,,,,,,4:42.04,,,,,,,
Dominic Müller,,,,,,,,,4:00.37,4:02.38,4:04.25,,3:58.30,4:00.00,
Stefan Bächtold,4:58.40,,,,,,,,,,,,,,
Nicolas Repond,4:01.25,,3:52.36,3:49.27,4:02.43,,,,,,,,,,
Ivan Pollmann,,,,,,,,,,,,,,,4:18.78
Giacomo Rossi,,,,,,,,,,,,,,,4:07.01
Mischa Thierstein,,,,,,,,,,,,5:11.21,,,
Fabian Höbel,,,,,,,,,,,,,,,4:19.64
Thomas Suter,4:03.12,3:59.55,,,,,,,,,,,,,
Marcel Schönbächler,,,,4:38.08,,,,,,,,,,,
Alexandre Chaillon,,,,,,,,,,,,,,5:54.45,
Simon Wellig,,,,,,4:49.28,4:24.81,4:19.25,,,,,,,
Valentin Vouillamoz,,,,4:25.60,4:23.12,4:33.18,,,,,,,,,
Athos Taminelli,,,4:40.28,4:30.96,4:25.87,,,,,,,,,,
Matteo Valenti,,4:56.03,5:02.40,,,,,,,,,,,,
Thomas Gruber,,,,,4:29.37,4:22.85,4:21.79,,,,,,,,
Abel Isak,,,,,,,,,,,,,,4:30.71,
Gaël Droz,4:31.01,,,,,,,,,,,,,,
Tobias Battle,,,,,,4:32.62,,,,,,,,,
Charlie Hofmann,,,,,,,,4:34.87,,,,4:16.50,4:10.77,,4:10.25
Silvan Galliker,,,,,,,,,,4:54.80,5:18.37,,,,
Dawit Asfahale,,,,,,,,,,,,,,,4:47.48
Yassine Dhif,4:14.71,,,,,,,,,,,,,,
Oqubit Berhane,,,,,,,4:05.75,,,,,,,,
Jannik Jordi,,,,,,,,,,,,,4:44.03,4:22.45,4:17.58
Olivier Huber,,,,,,,4:54.59,,,,,,,,
Matteo Ducoli,,,,5:17.20,5:03.12,,,,,,,,,,
Marc Lenhard,,,,,,,,,,,,,,,6:21.78
Michael Auer,,,,,,,,5:37.76,5:07.31,5:25.48,4:55.86,,,,
Giuseppe Banzo,5:16.29,,,,,,,,,,,,,,
Lionel Cachin,,,,,,,,4:42.71,,,,,,,
Jaryd Mercer,,,,,,,,,,,,,4:05.20,4:03.29,
Martino Cattaneo,,,5:35.94,,,,,,,,,,,,
Romano Josi,,,,,,,4:43.04,,,,,,,,
Yves Loustalot,,,,,,,,,,,,,5:06.02,,
Dominic Barmet,,,,,,4:44.46,,4:11.72,4:35.70,,,,,,
Ramon Wipfli,,,,,,,,,,,,,,,4:10.99
Evazali Nazari,,,,,4:46.28,,,,,,,,,,
Nico Hofstetter,5:39.41,5:33.51,,,,,,,,,,,,,
Florian Ulrich,,,,,,,,,,4:28.45,,4:15.51,,,
Stefan Müller,4:09.15,,,,,,,,,,,,,,
Jonas Gauch,,,,,,,,,,,,,5:40.25,,
Eric Revuelta,,4:26.69,,,,,,,,,,,,,
Manuel Peter,,,5:25.57,,,,,,,,,,,,
Adrian Hänni,4:19.95,,,,,,,,,,,,,,
Claudio Zihlmann,4:19.68,,,,,,,,,,,,,,
Florian Desplanches,,,,,,,,,,,4:27.91,,,,
George Gribben,,,,,,,,,,,,,4:31.27,4:28.77,
Sasha Pagani,,5:17.77,,4:55.06,4:51.39,,,,,,,,,,
Dominik Löffel,,,,,,,,,5:26.93,5:31.17,,5:37.58,,,
Christian Leu,,,,,,,,,,,,,,4:30.02,
Cyril Messerli,5:22.63,,,,,,,,,,,,,,
Tedros Paulos,,,,,,,,,,,,,,,4:26.20
Nicolas Hofer,,,,,,,,,,,5:01.56,,,,
Lukas Diener,,,,4:22.52,,,,,,,,,,,
Pascal Magyar,,,,,,4:50.26,4:37.82,4:38.49,4:33.12,4:40.41,4:41.66,4:36.73,5:24.65,4:40.15,5:07.68
Mouhcine Ouahman,,,,,,,,,,,,3:54.05,,,
Tristan Santschi,,,,,,,,,,,,5:45.97,,,
Ivo Zeller,,,,,,,,,,,,,,,5:19.30
Roland Schiess,5:12.56,,,,,,,,,,,,,,
Thomas Gartmann,,,5:07.55,,,,,,,,,,,,
Karim Jowary,,,,,4:29.58,,,,,,,,,,
Christoph Weber,,,,,,,,5:03.33,,,,,,,
Omid Shams,,,,,,,,,,,,,,,4:07.65
Christian Ackeret,,4:26.27,4:15.99,4:20.38,4:12.35,,4:05.48,4:03.92,,,,,,,
Jonas Raess,,,,,4:06.90m,4:04.55,4:04.06,,3:54.22,3:49.57,3:46.77,3:43.20,3:43.14,3:40.52,3:37.46
David Luternauer,,,,,,4:45.39,4:34.70,4:38.16,4:37.02,4:41.52,4:34.38,4:44.11,,4:50.65,
Richard Kunz,4:02.06,4:02.36,4:06.56,,,,,,,,,,,,
Simone Nicastri,,,5:09.83,,,,,,,,,,,,
Livio Schmidli,,,,,,,,,,4:58.19,,,,,
Cedric Räss,,,,,,,,,,,,,,4:49.67,
Anders Fox,,,,,,,,4:30.83,,,,,,,
Simon Nachbur,,,,4:54.91,,,,,,,,,,,
Yannick Von Büren,,4:27.37,4:30.37,,,,,,,,,,,,
Remo Wyss,4:07.39,4:01.27,4:08.11,,,,4:17.42,4:25.15,,4:17.73,,,,,
Fabian Weber,,5:16.60,,,,,,,,,,,,,
Finley Gaio,,,,,,,,,,5:06.46,5:04.84,4:56.51,4:44.28,4:48.08,4:50.70
Daniel Bruhin,5:19.04,5:00.77,,,,,,,,,,,,,
Matteo Hübner,,,,,,,,,,,,,4:31.70,,
Cyrill Dieterle,,,,,5:08.85,,,,,,,,,,
Florian Kaelin,,4:48.27,4:35.83,4:39.38,,,,,,,,,,,
Joël Flury,,,,,,5:07.34,,,,,,,,,
Loris Hutterli,4:03.08,4:00.83,3:59.93,3:54.54,,,,,,,,,,,
Marc Witschi,4:13.38,,,,,,,,,,,,,,
Yanick Nef,,,,,,,5:17.10,,,,,,,,
Geronimo Von Wartburg,,,,,,,,,,,4:13.82,4:11.68,,,
Antony Nesarajan,,,,,,,4:51.93,,,,,,,,
Pierre Morin,,,,,,,,,,,,4:40.98,,,
Bruno Leuenberger,,,,5:01.39,,,,,,,,,,,
Fabio Krampf,,,,,,,,,,,4:51.55,5:00.49,,,
Daniel Spadin,,,4:06.00,3:56.37,3:57.60m,4:02.53,,,,,,,,,
Alfaba Bah,4:01.58,4:00.41,,4:02.46,,,,,,,,,,,
Remo Schüpbach,,,,,5:55.57,,,,,,,,,,
Scott Odermatt,,,,,,,,,,,,,,,4:58.60
Luca Kast,,,5:39.42,5:24.10,,,,,,,,,,,
David Rosario,,,,,,,,4:58.18,,,,,,,
Dennis Knecht,,,,,,,,,,,,,4:42.02,4:43.82,
Julien Torche,,,,,,,,,,,,,,,4:18.22
Michel Brügger,3:52.46,,3:56.48,3:51.35,3:50.44,3:57.15,4:00.12,,,,,,,,
Thomas Schlittler,,4:08.83,,,,,,,,,,,,,
Alessandro Rossetti,,,,,5:13.79,5:04.65,,,,,,,,,
Manuel Omlin,,,,,,,5:15.90,,,,,,,,
Loïs Gillioz,,,,,,,,,5:12.01,,,4:54.22,5:00.06,,
Daniel Gisel,4:53.22,5:02.83,,,,,,,,,,,5:09.93,,
Filippo Balestra,,,,,,,,,,,,,,4:29.40,
Dario Breitenmoser,,,,,,,,,,,4:27.14,4:28.17,4:20.94,4:30.90,
Andreas Imhof,5:05.46,,,,,,,,,5:09.49,,,,,
Mickael Marti,,,,,,,,,,,,,,,4:17.38
Christophe Stauffer,4:01.83,,,4:02.76,,4:07.74,,,,,,,,,
Kevin Streiff,,,,,5:12.20,4:52.83,4:57.17,4:48.27,4:59.32,,4:59.81,5:00.50,5:09.45,5:20.77,
Luca Innocenti,,,,,,,,,,,,,4:23.52,4:25.14,4:22.68
Theo Maechler,,,,,,,,,,,,,,,4:25.66
Yves Baur,,,,,,,,,,,,,4:29.83,4:44.84,4:31.63
Thierry Cajeux,,,,,,,,,,,,,,4:49.01,
Matthias Strasser,,4:46.87,4:45.39,,,,,,,,,,,,
Maxence Garin,4:07.04,,4:00.00,3:57.05,3:57.73,4:00.83,3:56.74,,,,,,,,
Quentin Roubaty,,,,,,,,,,,,,,,4:23.70
Gabriel Egg,,,4:38.96,,,,,,,,,,,,
Cédric Bouele,,4:39.27,4:27.93,5:06.95,4:32.70,,,5:03.94,4:36.51,5:04.69,4:37.72,5:09.38,5:02.03,,
Romain Gabioud,,,,,,,,,,,,,4:37.32,,4:28.24
Jan Heller,,,,,,,,5:29.16,,,,,,,
Samuel Bumann,4:01.36,3:57.95,4:02.07,3:58.16,4:15.57,3:57.69,,,,,,,,,
Ismail Abdirisak,,,,,,,,,,,,,,4:12.14,
Simon Naizgi,,,,,,,,,,,4:15.28,4:04.78,,,
Etienne Zuccone,,,,,,,,,,,,5:04.63,,,
Kevin Di Nocera,,,,,,,,,,,,5:42.96,,5:34.68,
Mattéo Ducrest,,,,,,,,,,,,5:00.68,,,
Luca Widiez,,,,,,,,,,,,4:52.27,4:58.59,4:54.92,4:44.69
Patrick Zutter,,,,,,,,,,5:12.83,,,,,
Maxence Menétrey,,,,,4:40.81,,,,,,,,,,
Mattias Klopfenstein,,,,,,,,,,4:43.84,,,,,
Gil Meyer,4:19.02,4:12.47,,4:21.20,,,4:06.09,,,,,,,,
Rémy Torrent,,,,,,,,,,,,4:37.37,,,
Xavier Nellen,,,,,,5:07.62,,5:22.07,,,,,,,
Mario Bächtiger,4:03.87,3:57.86,3:50.13,3:51.20,3:47.69,3:45.11,3:47.31,3:42.76,3:43.45,,,,,,
Markus Sauter,,,,,,,,,,,,,,5:22.30,
Félix Maurer,,,,,,,,,,,,5:40.71,,,
Christoph Kuster,4:43.00,4:57.47,,4:52.12,5:00.23,,,,,,,,,,
Mattia Schär,5:01.05,5:04.01,,,,,,,,,,,,,
Aurel Salzer,,,,5:25.26,,,,,,,,,,,
Max Witteveen,,,,,,,,,,,,,,4:21.32,4:09.36
Marco Hindermann,,5:13.11,,,,,,,,,,,,,
David Belz,3:56.49,,,,,,,,,,,,,,
Roberto Emma,,,,,,,,4:47.47,,,,,,,
Michael Rüegg,4:50.56,4:51.10,,,,,,,,,,,,,
Nicola Lüdi,,,,5:00.63,4:57.68,4:50.92,,,,,,,,,
Tobias Neeser,,,,,,,,,,,,,,5:03.28,
Raphael Baumann,,,4:45.25,,,,,,4:59.01,4:53.44,,,,,
Giacomo Orelli,,,,,,,,,,,,,,,4:35.78
Livio Zellweger,4:35.91,,,,,,,,,,,,,,
Andres Meier,,5:22.51,,,,,,,,,,,,,
Bryan Buncak,,,,,,,,6:03.80,,,,,,,
Nolan Hoffmeyer,,4:56.66,,,,,,,,,,,,,
Cyrille Bosshart,4:24.05,4:17.68,,4:28.73,4:18.08,,,,,,,,,,
Florian Helfer,,,,,,,,,,4:41.23,,,,,
Marvin Stettler,,,,,,,4:46.79,4:58.20,5:00.40,,,,,,
Gabriele Bianchi,,,,,4:52.77,5:10.00,,,,,5:08.17,4:59.01,,5:14.26,
Patrick Zbinden,,,,,,,4:17.29,4:06.64,,,,,4:04.60,,
Aaron Dzinaku,,,,5:21.23,5:46.61,,5:18.69,6:13.13,,5:14.37,5:30.22,,,,
Elia Taminelli,4:22.71,4:29.96,4:28.04,4:32.08,,,,,,,,,,,
Stefan Schönbächler,4:49.40,,,5:01.10,,,,,,,,,,,
Max Mayer,,,,,,,,,,,,,5:09.62,4:57.85,4:59.10
William Wragg,,,,,,,,,,,,,,4:26.98,
Noël Rimensberger,,,,,,,,,,,,,,4:39.82,
Oliver Daniel Senn,,,,,,,,,,,4:34.17,4:31.49,4:31.42,4:39.75,4:38.76
Emile Durussel,,,,,,,,,,,,,,4:15.40,4:08.77
David Beck,,,,,,,,,,,,4:46.31,4:39.79,4:42.15,4:33.61
Flavio Bizzozzero,,,,,,,,,,,,4:44.86,4:43.27,,
Romario Gassmann,4:12.83,4:09.00,4:07.05,,,,,,,,,,,,
Florian Zogg,,,,,,,,,,,4:44.89,4:26.35,4:23.30,,
Cedric Achermann,,,,,,,,,,,,,5:21.21,5:07.89,5:01.56
David Simonet,,,,,,,,,,,,4:40.87,,4:30.01,4:28.29
Yann Renaud,,,,,4:56.66,,4:37.99,4:39.40,,,,,,,
Léo Naldini,,,,,,,,,,,,4:42.02,,,
Remo Steiner,5:35.02,,,,,,,,,,,,,,
Dominik Schär,,,,,,,,,5:14.36,,,4:28.51,4:35.30,,
Simon Tesfay,3:49.01,3:49.75,,3:48.97,3:47.48,,,,,3:59.86,,,,,
Spencer Kimball,,,,,5:29.76,,,,,,,,,,
Ramon Schnyder,,,,,,,,4:29.95,,4:18.51,4:40.56,4:13.39,4:13.91,4:14.63,
Josias Meili,5:19.57,5:20.72,5:18.35,,,,,,,,,,,,
Tobias Ramseyer,,,,,,,,,5:08.22,,,4:30.46,,,
Eric Rüttimann,,,,,,,,,,,,,,3:48.50,
Flavio Cassani,4:53.90,4:46.43,4:43.75,,,,,,,,,,,,
Silvan Bartholdi,,,,,,,,,,4:35.47,4:37.24,4:19.91,,,
Camilo Irarragorri,,,,,,,,,,,,,,,4:09.68
Ueli Blau,,,,4:58.77,,4:48.31,4:53.80,4:47.68,,,,,,,
Laurent Carron,,,,,,5:45.10,5:23.43,5:57.96,,,,,,,
Andrea Furlan,,,4:14.95,4:03.64,4:01.10m,,,,,,,,,,
David Perrin,,4:34.88,,,,,,,,,,,,,
Simon Bill,,,,,4:07.67,4:08.34,3:59.75,4:11.36,4:13.16,,,,,,
Gabriel Matos,,,,,,,,,,,,4:09.10,4:11.49,,3:56.81
Julius Schwan,4:42.17,,,,,,,,,,,,,,
Merhavi Asmelash,,,,,,,,,4:03.36,,,,,,
Swann Muster,,,5:20.97,5:16.22,,,,,,,,,,,
Dominik Reich,,,,,,,,,4:33.53,,,,4:03.39,4:04.39,3:56.94
Markus Hagmann,4:00.17,4:02.22,4:06.65,4:13.02,,,,,,,,,,,
Silvio Schlumpf,,,,,,,,,,5:02.11,5:06.06,5:09.85,5:05.81,6:22.56A,5:16.01
Lukas Kuonen,4:08.91,4:03.17,4:03.68,4:13.30,,,,,,,,,,,
Jérome Nusslé,,,5:11.44,5:09.48,,,,,,,,,,,
Sebastian Graf,,,,,4:11.71,4:07.12,3:58.14,,4:03.19,3:49.91,3:57.67,3:57.02,3:59.76,,
Moritz Kaiser,,,,,,,,,,,5:28.31,,,,
Johannes Kupferschmid,,,,,,,,,,,,,,,4:33.83
Michael Tal,,,,5:14.65,5:09.82,5:18.30,,,,,5:28.91,5:45.77,,,
Silvan Aeschlimann,,,,,4:39.58,4:30.03,4:32.70,4:31.05,,4:14.74,4:19.95,,,,
Luciano Pescatore,,,,,,,5:07.08,,,5:33.56,,,,,
Ueli Stähli,,4:20.75,,,,,,,,,,,,,
Patrik Gentsch,3:52.91,3:50.75,,,,,,,,,,,,,
Nahom Yirga,,,,,,,,,,,,,4:30.46,,
Dominique Weber,3:56.37,,,,,,,,,,,,,,
Benedikt Sturny,4:56.24,4:39.29,,,,,4:53.16,,,,,,,,
Kevin Thum,,,5:13.92,,,,,,,,,,,,
Silvan Lang,,,,,,,,,,4:24.19,4:16.38,4:06.14,4:04.09,,
Nico Rupp,,,,,,6:34.85,,,,,,,,,
Andreas Becker,4:05.75,3:52.47,3:50.52,,3:53.00,3:57.11,4:03.09,,,,,,,,
Raphaël Buffet,,,,,,,,4:56.91,4:56.87,4:53.45,,,,,
Patrick Barreto,4:34.78,4:15.10m,4:35.98,4:32.10,4:56.28,,,,,,,,,,
Lars Schnyder,,,,,,,,,,4:07.99,,,,,
Loïc Vuilliomenet,,,,5:15.63,,,,,,,,,,,
Silvan Brügger,,,,,,,,,,,,,,,4:50.54
Michael Köpfli,3:55.96,4:05.21,,,,,,,,,,,,,
Markus Peter,4:12.89,4:13.16,4:10.63,4:03.21,4:03.41,,4:10.49,,,,,,,,
Tobias Markstaller,,4:17.32,,,,,,,,,,,,,
Kidane Emane,,,,,,,4:27.27,,,,,,,,
Johan Gygax,,,,,,5:05.31,5:06.23,,4:59.13,,4:59.09,,,,
Simon Rüegg,,,,,,4:26.85,,,,,,,,,
Luca Desgalier,,5:02.09,4:36.92,4:52.00,4:21.10m,4:20.75,4:16.10,,,,,,,,
Clint Perrett,,,,,3:47.06,,,,,,,,,,
Nicola Lo Russo,,,,,,,,,,,,4:21.49,4:10.90,,
Aruna Nathan,,,,,,,4:28.65,,,,,,,,
Andy Grätzer,4:31.40,,,,,,,,,,,,,,
Davide Giavi,,,,5:15.21,,,,,,,,,,,
Marco Engeler,,,,,,4:55.03,4:20.77,4:18.93,4:12.65,4:14.92,,4:08.99,4:06.50,4:07.50,4:06.02
Kevin Meier,4:32.00,4:24.99,,,,,,,,,,,,,
Noé Cardinaux,,,,,,,,,4:29.51,4:39.74,,,,,
Martin Kuster,,,,,,,,,,,,,,6:25.10,
Vincent Zünd,,,,5:15.92,5:05.90,,,,,,,,,,
Michael Schmid,4:42.99,,,,,,,,,,,,,,
Nico Rohr,4:35.40,4:36.49,,,,,,,,,,,,,
Joshua Hauser,,,,,5:11.76,5:04.18,,,,,,,,,
Elias Jordan,,,,,,,,,4:57.97,4:53.27,4:42.23,4:42.34,4:47.54,4:44.54,4:28.53
Sandro Knill,,,,,,,,,,,,5:13.60,,,
Martin Hubmann,,,,,,,,4:07.26,,,,,,,
Joel Indlekofer,,,,,,,,,,,,4:49.57,,4:16.42,
Andreas Meyer,,4:04.19,3:58.17,3:55.88,3:52.22,3:56.55,3:52.62,3:52.53,3:53.88,3:57.35,,,,,
Zeno Bontognali,,,,5:23.68,,,,,,,,,,,
Michele Müller,,,,,,5:18.02,4:40.32,4:45.48,,,,,,,
Marc Voggensperger,,,,5:21.44,,,,,,,,,,,
Birk Kähli,,,,,,,,5:17.93,4:54.97,4:45.89,4:42.08,4:49.72,4:58.66,,
Laurent Nendaz,4:16.26,,,,,,,,,,,,,,
Jonas Günter,,,,,,,,,,,4:21.24,4:13.54,4:10.43,4:02.92,4:06.94
Marco Leuenberger,4:43.25,4:37.74,,,,,,,,,,,,,
Ueli Koch,3:50.43,3:47.05,3:55.03,,,,,,,,,,,,
Louis Lazeiras,,4:37.37,,,,,,,,,,,,,
Nik Mathys,,,,,,,,,,,5:19.51,5:02.93,5:00.53,4:57.15,4:58.14
Ahmed El Haddad,4:08.35,,,,,,,,,,,,,,
Frédéric Dumas,4:41.07,,,,,,,,,,,,,,
Jan Hochstrasser,4:13.70,,,,,,3:52.76,3:47.13,3:39.54,3:42.82,3:39.71,3:41.92,3:38.73,,
Lukas Itin,4:10.53,4:12.96,,,,,,,,,,,,,
Nils Freyenmuth,,,,,,,,,4:41.26,4:44.67,,,,,
Linus Bernhard,,,,,,,,,,,,,,4:23.17,
Jonathan Lugon,,,,,,,5:40.70,,,,,,,,
Lars Steiner,,,,,,4:57.10,,,,,,,,,
Ueli Grunder,,,5:07.02,,,,,,,,,,,,
Gil Suter,,,,,,,,,5:15.69,4:59.25,4:58.44,,,,
Blaise Keller,,,,4:46.61,,,,,,,,,,,
Josua Schwager,,,,,,5:05.48,,,,,,,,,
Guy Emry,5:18.10,,,,,,,,,,5:51.79,,,,
Vasco Bolis,,,4:24.51,4:23.21,,,,,,,,,,,
Axel Sutter,,,,,,,,,,4:50.26,,,,,
Carl Linus Orth,,,,,,,,,,,,,,,4:50.02
Marc Hegner,4:22.16,4:22.81,,4:21.37,,,,,,,,,,,
Christian Fässler,4:17.73,4:15.79,,,,,,,,,,,,,
Olivier Boog,,,,,,,4:42.72,,,,,,,,
Kilian Blaise,,,,,,,4:45.24,,,,,,,,
Igor Ostini,4:25.58,,,4:33.98,,,,,,,,,,,
Pascal Achermann,,,,4:54.26,4:57.24,5:44.78,,,,,,,,,
Gian Althaus,,,,,,,5:02.52,,,,,,,,
Jonas Thürig,,,,,,,,,4:12.98,,,,,,
David Naki,,,,,,,,,,,,,4:30.29,,
Urs Schönholzer,,4:16.98,4:19.86,4:19.81,4:19.59,,,,4:32.28,4:32.21,4:31.84,,,4:40.60,4:40.09
Mike Fricker,4:35.55,4:41.28,4:36.64,4:55.96,,4:51.45,,4:38.93,4:35.34,4:43.64,,,,,
Adrian Epprecht,,,4:50.91,4:36.96,,,,,,,,,,,
Roman Hunziker,,,,4:19.01,4:08.08,4:23.14,4:25.57,4:47.80,,,,,,,
Thomas Städtler,,,,,,,,,,,,,5:13.45,,
Michael Schwarzenberger,,,,,,4:50.89,5:00.13,4:50.82,4:51.98,,,,,,
Jawahar Varatharajan,,,,,5:05.17,,,,,,,,,,
Dominic Ryser,4:35.81,,,,,,,,,,,,,,
Maxime Bouvier,,,,,,,,,,,,4:23.98,,,
Gian Marco Meier,3:51.75,,3:54.98,3:54.76,3:55.95,,4:07.67,,,,,,,,
Christian Schnüriger,4:53.16,4:50.00,,,,,,,,,,,,,
Jonas Eberle,,,,,,,,,,,5:07.30,,,,
