Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Noreen Illi,,,,,,,,,,,2:32.58,,,,
Mylène Avondet,,,,,,,,,2:30.69,,,,,,
Alexia Valloton,2:34.92,,,,,,,,,,,,,,
Jasmin Widmer,,2:24.21,,,,2:22.40,,,,,,,,,
Petra Züger,,2:46.40,,,,,,,,,2:36.47,2:53.65,2:44.62,,
Céline Schmidlin,,,,2:57.36,2:52.90,,,,,,,,,,
Belinda Rickli,,,,,,,,2:37.14,,,,2:23.12,2:19.69,2:22.59,
Samira Brügger,,,,,,,,,,,,2:27.70,2:26.18,,
Sienna Zobel,,,,,,,,,,,,,,,2:31.74
Michelle Sick,,,,,,,,,,3:49.32,,,,,
Janina Lisser,,,,,,,,,,,,,2:46.80,3:13.17,
Fabienne Zellweger,,,,,,,,,,,,,2:59.33,,
Livia Sidler,,,,,,,,,,,,,,,2:59.80
Eveline Schick,,,,,,,,,,2:28.43,,,,,
Selina Lerch,,,,,,,2:40.73,2:49.78,,2:33.66,,,,,
Kim Rudolf,,,,,,,,,,2:28.88,2:28.05,,,,
Angela Metzger,,,,,,2:49.87,,,,,,,,,
Andrea Wegmüller,2:57.10,,,,,,,,,,,,,,
Livia Müller,,,,,,2:17.49,2:11.45,2:08.20,2:07.50,2:14.40,2:13.95,,2:08.65,2:11.54,
Alina Panainte Zaizan,,,,,,,,,,2:16.72,,,,,
Marina Zanoni,,,,,,,,,,,,,,2:43.87,2:43.43
Hannah Meier,,,,,3:15.08,,2:55.73,2:55.37,,,,,,,
Linda Züblin,2:20.60,2:16.72,2:18.61,2:15.85,2:15.97,,2:20.81,2:17.11,2:16.53,2:18.38,,,,,
Janine Koller,,,,,,,3:05.44,3:00.96,,,,,,,
Mia Lüscher,,2:39.28,,,,,,,,,,,,,
Maartje Van Beurden,,,,,,,2:52.61,2:48.04,2:41.04,2:42.34,,2:45.13,,,
Cindy Kamm,,,,,,,,,,,3:09.88,,3:21.14,,3:08.63
Corinne Lienert-Gwerder,2:49.60,,,,,,,,,,,,,,
Catia Gubelmann,,,,,,,,,,,,2:31.82,2:31.08,2:37.66,2:23.50
Sira Trinkler,,,,,,,,,,2:34.38,,,,,
Tanja Kuchen,3:01.40,3:02.46,,,,,,,,,,,,,
Iuliana Popescu,,,,,2:09.31,,,,,,,,,,
Kim Gälli,,,,,,3:08.50,,,,,,,,,
Luna Fanti,,,,,,,,,,,,,,,2:35.26
Margaritha Dähler-Stettler,3:13.70,3:26.59,3:17.36,3:14.52,3:21.77,3:11.89,3:29.35,,3:56.23,3:48.29,,,4:02.92,4:18.68,
Nadine Zutter,,,,,,,,,,,,2:50.80,,,
Lara Eberhard,,,,,,,,,,2:43.63,,,,,
Tabea Böller,,,,,,,,,,2:52.92,,2:50.06,,,
Claudia Letsch,,,,3:26.85,,,,,,,,,,,
Stefanie Rusch,,,,,,,,,,,2:35.67,,2:33.03,,
Rebecca Bossart,,,,,,,2:59.76,,,,,,,,
Elisa von Flüe,,,,,,,,,,,,,,,2:45.33
Stephanie Balsiger,,,,,,3:26.78,3:21.30,3:20.65,,,3:04.87,,,,
Karin Schnüriger,,,2:37.74,2:47.79,2:45.72,2:44.92,2:34.65,2:44.28,2:37.40,2:29.28,2:26.73,,2:31.48,,
Gina Berther,,,,,,2:49.68,,,,,,,,,
Karin Zurfluh,,2:43.46,2:40.83,,2:58.06,,,,,,,,,,
Pascale Becher,,,,,,,,,,,2:43.73,2:37.58,2:41.93,,
Ainara Angulo,,,,,,,,,,3:15.44,,,,,
Celina Gmür,,,,,,3:07.98,,,,,,,,,
Laurianne Blanco,,,,2:43.80,2:49.39,,,,,,,,,,
Milena Antic,2:36.48,,,,,,,,,,,,,,
Christèle Rayroud,,,,,,,,,,,,,2:35.09,2:43.98,
Silya Lüscher,,,,,,,,,,,,,2:42.29,,
Letizia Lanini,,,,,,,,2:45.04,,,,,,,
Sarah Müller,,2:31.27,,,,,,,,,,,,,
Emma Yerly,,,,,,,,,,,,,2:58.51,,
Adelaide Mateus,2:58.04,,,,,,,,,,,,,,
Jasmin Oberholzer,,,,,,,,,,,3:06.32,,,,
Mara Morell,,,,,2:53.68,,2:39.16,,,,,,,,
Fabienne Kurt,,,2:32.48,,,,,,,,,,,,
Rachel Cudré-Mauroux,,,,,,,,2:22.79,2:19.06,,,,,,
Anja Scherrer,,,,,,,,,,,3:01.68,,,,
Leonie Sommer,2:32.81,,,,,,,,,,,,,,
Varinia Sutter,,,2:57.89,,,,,,,,,,,,
Selina Graf,,,,2:34.92,,,,,,,,,,,
Miria Ferber,,,,,,,,,,2:34.66,,,,,
Norina Sankieme,,,,,,,,,,,3:27.50,,2:40.90,,
Chiara Caflisch,,,,,,,,,,,,,,2:37.46,
Sandra Allenbach,2:29.28,2:34.45,,,,,,,,,,,,,
Antje Pfüller,,,,,,,,,,2:16.57,2:10.47,2:08.26,2:09.10,2:07.99,
Dana Glaus,,,,,,,,,,,2:50.94,2:50.51,2:49.44,2:46.55,2:45.05
Fabienne Duss,2:26.96,2:23.08,2:23.24,2:25.18,,,,,,,,,,,
Linda Seiler,,,,2:40.56,,,,,,,,,,,
Isa Flückiger,,,,,,,,,2:57.46,,,,,,
Eilin Orgland,,,,,,,3:19.94,3:15.05,,,,,,,
Vanessa Meyer,,,,,,,,2:27.75,2:26.08,2:25.50,2:34.79,,,,
Lore Hoffmann,,,,,,2:22.43,2:17.29,2:16.33,2:12.22,2:09.03,2:05.34,2:03.03,2:01.67,2:01.99,1:58.50
Jasmina Takacs,,,,,,,,2:35.42,,,,,,,
Gea Bernasconi,,,,,,,,,,,3:22.42,,,,
Nicole Thürkauf,,,,,,,,2:49.46,2:39.17,2:39.98,2:43.96,,2:36.34,,
Anna Mösli,,,,,,,,,,3:07.77,2:52.07,,,,
Andrea Koster-Trachsler,,2:51.82,,,,,,,3:05.17,,,,,,
Raphaela Ernst,,,,,,,,2:55.60,2:47.88,,,,,,
Marìa Paula Corrales Waser,,,,,,,,2:47.02,,,,,,,
Kona Arnold,,,,,,,,,,,3:01.85,,,,
Yvonne Kägi,2:17.93,2:18.47,2:24.76,,2:25.23,,,,,,,,,,
Claudia Oberlin,,2:19.07,2:23.46,,,,,,,,,,,,
Jasmine Lisanga,2:21.15,,2:16.50,,,,,,,,,,,,
Marjorie Forthomme,,,,,,,,,,,,,,2:26.08,2:27.86
Lena Marie Rosenfelder,,,,,,,3:05.55,3:21.90,,,,,,,
Rahel Vonäsch,,,,,,,,,,,,2:27.90,2:35.35,2:25.24,
Priska Auf der Maur,,,,2:16.78,,,,,2:11.99,,2:11.67,2:14.84,2:10.82,2:12.38,2:12.61
Sara Thorens,,,,,,,,,,,2:29.95,2:26.97,2:27.99,,
Muriel Forster,,,,,,2:27.76,,2:28.06,,,,,,,
Seraya Dinner,,,,,,,,,,,3:05.67,,,,
Marina Steinmann,,2:38.24,,,,,,,,,,,,,
Alexia Groh,,,,,,,,,,,,,2:47.92,2:44.59,
Ophélie Claude-Boxberger,,2:17.24,,,,,,,,,,,,,
Lisa Ronner,,,,,,,,,,,3:01.23,,,,
Joëlle-Anja Boschung,2:39.73,2:36.26,2:29.45,2:25.80,2:26.90,2:23.65,2:26.47,2:22.39,,,,,,,
Petra Rickenbacher,2:52.77,,,,,,,,,,3:03.14,,,,
Andrea Jud,,,,,,,,2:34.62,,,,,,,
Tanja Amstad,,,,,,,,,,3:11.10,3:05.75,,3:13.72,3:12.69,
Sabrina Buess,,,,,,,2:50.98,,,,,,,,
Ashley Joy Mengisen,,,,,,,,,,,2:53.60,,,,
Carina Josef,,,,,,,,,2:39.35,,,,,,
Meret Camp,,,,,,,,,,,,2:45.21,,,2:50.60
Tina Rüttimann,,,,,,,,,,,2:27.21,2:25.36,2:20.28,2:16.58,
Saskia Schäpper,,,,,,,,3:48.16,,3:23.46,,,,,
Isidora Cosic,,,,,,,,,,,,,3:12.04,,
Marie Voide,,,,,,,,,,2:59.35,2:55.59,2:52.14,,,
Géraldine Stieger,,2:52.26,2:41.64,,,,,,,,,,,,
Léane Parrat,,,,,,,,,,,,,2:27.18,2:23.43,
Julisha Knüsel,,,,,,,,,,,,,,,2:38.98
Marzia Schilleci,2:44.36,2:39.78,2:40.22,,,,,,,,,,,,
Stephanie Geisser,,2:31.74,,,,,,,,,,,,,
Manuela Schaub,3:04.40,,,,,,,,,,,,,,
Alizée Pittet,,,,,,2:39.48,,,,,,,,,
Daria Wittwer,,,,,,,2:42.03,,,,,,,,
Elvira Achermann,,,,,,,,,,2:39.78,,,,,
Leanne-Joy Meyer,,,,,,,2:40.60,2:38.79,2:39.93,2:49.18,,,,,
Anja Cavalieri,,,,,,,,,,2:40.10,2:29.59,2:30.12,2:30.77,2:37.37,2:34.41
Anja Rossetti,,,2:32.19,2:35.55,2:26.99,,,,,,,,,,
Sereina Magani,,,,,,,,,,,,,2:44.56,2:42.72,
Katerina Pratsinis,,,,,2:27.42,,,,,,,,,,
Ella Jayne Revitt,,,,,,,,,,2:22.90,,2:20.53,,,
Dominique Susanne Kern,2:40.04,2:33.72,2:29.76,,,,,,,,,,,,
Jeanine Bucher,,,,,,,,,2:48.92,,,,,,
Matilde Stampanoni,,,,,,,,,,,,2:43.28,2:48.75,2:47.48,
Céline Schwarzentruber,,,,,,,,,,2:51.64,2:54.94,,,,
Silvia Richina,2:49.60,3:00.99,,,,,,,,,,,,,
Carmen Luginbühl,,,,,2:46.33,,,,,,,,,,
Luisa Chételat,,,,,,,,,,,,3:08.47,,,
Celine Giovanelli,2:27.27,,,,,,,,,,,,,,
Seline Brugger-Müller,,,,,,,,,,,,2:52.04,,,
Livia Künzle,,,,,,,,,2:32.41,2:32.94,2:26.32,2:24.45,2:21.46,,
Shana Bütler,,,,,,,,,,,,,,2:41.22,
Ilaria Guidotti,2:46.81,2:51.39,2:59.43,,,,,,,,,,,,
Jeannine Boschung,2:18.74,,2:23.67,2:22.62,2:26.15,,,,,,,,,,
Caterina Rossetti,,,,,,,,,,,,,,2:40.47,2:22.05
Martina Schmid,2:37.88,2:41.89,,,,,,,,,,,,,
Carmen Thalmann,,,,2:36.46,2:18.62,2:24.93,2:21.54,2:22.64,2:28.35,2:22.95,2:23.16,2:28.66,,,
Nicola Lang,2:56.20,,,,,,,,,,,,,,
Danika Slits,,,,,,,,,,,,,,,2:24.75
Nadine Kluser,,,,2:19.63,2:19.86,2:17.68,2:19.11,2:18.71,2:17.81,,,,,,
Jeanne Hofer,,3:01.44,,,,,,,,,,,,,
Priscillia Leroy,,,,,,,2:30.48,2:44.66,,,,,,,
Jordane Laura Jaunin,,,,,,,2:36.32,2:27.98,2:24.29,2:29.48,,,,,
Elena Eichenberger,,,,,,,,,,,,2:31.08,2:23.13,2:20.33,2:19.64
Olivia Almgren,,,,,2:22.88,,,,,,,,,,
Andrina Hodel,,,,,,,,,,,,,,2:44.91,
Julia Hammesfahr,,,,,,,,,,,,,2:47.77,2:42.85,
Leonie Zett,,,,,,,,,,,,,2:57.11,,
Christina Keller,,,2:51.26,2:46.44,,,,,,,,,,,
Florence Amstutz,,,,,,,2:35.28,,,,,,,,
Marina Girard,,3:33.94,,,,,,,,,,,,,
Anja Schäfers,,,,,2:45.34,,,,,,,,,,
Alice Fontana,,,,2:58.50,,,,,,,,,,,
Sandra Weber,,,,,,2:42.27,,,,,,,,,
Lidia Vujcic,,,,3:36.41,,,,,,,,,,,
Annemarie Grossenbacher,,2:38.51,2:36.16,2:28.21,2:25.90,2:20.05,2:21.91,2:21.65,,,,,,,
Marie Folly,,,,,,,,,,,,,,2:49.01,3:08.47
Alexandra Held,,,,,,,,,,2:31.09,,,,,
Soraya Arrigoni,2:41.73,2:41.51,2:45.03,2:54.28,,,,,,,,,,,
Carolina Hernandez-Pita,,,,,,,,,,2:18.60,2:16.24,2:12.42,2:08.29,2:08.37,
Sina Nufer,,,,,,,,2:41.93,,,,,,2:46.23,
Bettina Mayer,,,,,2:40.66,,,,,,,,,,
Emma Lucchina,,,,,,2:28.67,2:23.02,2:20.91,2:15.50,2:14.48,2:16.18,2:25.42,2:20.31,2:15.09,
Naina Kreyss,,,,,,,,,3:03.88,,,,,,
Patricia Blum,,,,,,,,2:33.60,2:33.76,,,,,,
Leïla Wütschert,2:32.85,2:34.16,2:35.50,,,,,,,,,,,,
Coline Robert,,2:42.10,,,,,,,,,,,,,
Anina Meier,,,2:37.43,,,,,,,,,,,,
Sina Sprecher,,,,,,,,,,2:17.50,2:13.67,2:08.87,2:07.74,2:07.91,2:08.02
Hannelore Schenk,3:10.95,,,,,,,,,,,,,,
Anouk Anderegg,,,,,,,,,,,,,2:51.07,,
Coraline Cotting,,,,,,2:32.98,,,,,,,,,
Jacqueline Schalt,,,,,,,,,2:37.26,,,,,,
Stéphanie Vaucher,2:33.54,2:31.77,,,,,,,,,,,,,
Larissa Schwyter,,,,,,,,,,,,,3:02.03,,
Jana Bansac,,,,,,,,,,,,,,,2:44.55
Denise Farner,2:44.57,2:30.07,2:41.43,,,,,,,,,,,,
Justine Fleury,,,,,,2:54.71,2:45.44,,,,,,,,
Emilie Steiner,,,,,,,,,,,,,,3:02.48,
Luna Guttly,,,,,,,,,,,,3:04.44,,,
Mirjam Werner,2:18.74,2:21.63,,,,,,,,,,,,,
Lisa Schueler,,,,,3:10.20,,,,,,,2:45.40,,,
Anouk Pieters,,,,,,,,2:51.06,3:00.37,2:50.99,2:54.85,,,,
Selina Furler,,,,,,,,,,,,,,2:40.70,
Linda Ryser,,,2:47.38,2:50.39,2:53.56,,,,,,,,,,
Eliane Bussinger,,,2:32.17,,,,,,,,,,,,
Melanie von Flüe,,2:28.36,2:30.66,,,,,,,3:10.74,,3:07.89,2:49.66,2:51.00,2:46.33
Annika Vetterli,,,,,,,,,,2:33.92,2:30.13,2:29.92,2:31.86,2:29.27,2:26.77
Luzia Filliger,,,2:38.43,,,,,,,,,,,,
Agata Bulloni,,,,,,2:24.04,2:31.33,2:21.15,2:22.20,,,,,2:31.78,
Federica Bomio Pacciorini,,,2:52.64,,2:47.74,,,,,,,,,,
Eveline Kaufmann,,,,2:33.73,2:33.73,,,,,,,,,,
Shirley Lang,,,,,,,,,,2:32.86,2:23.66,2:19.26,2:17.87,2:15.40,2:13.53
Jasmin Hangartner,,,2:31.33,2:21.61,2:17.24,2:18.03,2:20.36,,,,,,,,
Nina Villiger,,,,,,,,,,,,,,,2:20.15
Fiona Kolb,,,,,,,3:11.05,,,,,,,,
Mirjam Arnold,,,,,,,,,2:30.32,,,,,,
Lea Pfister,,,,,,,,,,,,,,,2:30.51
Melanie Modespacher,,,,,,,,,,,2:33.80,2:27.24,,,
Michelle Biberstein,,,,,,3:12.96,,,,,,,,,
Loredana Nocelli Rossi,,,,,,,,2:24.43,2:23.00,,,,,,
Miryam Mazenauer,,,,,,3:15.96,,2:58.81,,2:48.52,2:46.53,,3:01.69,,
Isabelle Müller,,2:51.14,,,,,,,,,,,,,
Siria Di Domenico,,,,,,,,,,,,,,,2:45.97
Cynthia Vingerhoets,2:42.89,2:40.97,,,,,,,,,,,,,
Laurence Philipona,,2:57.32,,,,,,,,,,,,,
Livia Kneubühler,,,,2:47.61,,,,,,,,,,,
Sina Fenton,,,,,,,,,,,,,2:56.14,,
Rea Iseli,,,,,,,2:19.24,2:20.32,,,,,2:12.98,,
Svenja Huber,,,,,,,,,,,3:05.53,,,,
Marlen Baumgartner-Affentranger,2:45.27,,,,,,,,,,,,,,
Catharina Schmid-Strähl,,2:47.84,2:48.03,,,,,,,,,,,,
Deborah Jucker,,,,,,,,,3:46.90,,,,,,
Julia Knüsel,,,,,,2:49.96,2:52.97,3:05.13,,,2:59.48,,,,
Anna Laederach,2:53.20,2:49.05,2:39.60,,,,,,,,,,,,
Silke Lemmens,,,,,,,,,,2:32.22,,,,,
Helena Erni,,2:36.05,2:50.28,,,,,,,,,,,,
Nicole Gmeiner,2:15.75,,,,,,,,,,,,,,
Tanja Bächtiger,,,2:30.15,,,,,,,,,,,,
Corinna Flück,,,,,2:31.58,,,,,,,,,,
Celine Albisser,,,,,2:39.14,2:28.10,2:27.89,2:28.88,2:25.69,2:23.96,2:21.14,2:16.48,2:16.51,2:16.55,2:13.95
Wiebke Van Beurden,,,,,,,,2:30.82,2:25.43,,,,,,
Catrine Hassler,,2:51.00,2:50.68,,,,,,,,,,,,
Jenice Koller,,,,,,,,3:50.60,,3:09.88,3:06.04,,,,
Annaïg Stettler,,,,,,,,3:00.82,,,,,,,
Jennifer Kobashi,2:55.15,,,,2:39.32,,,,,,,,,,
Marilin Leuthard,,,,,,,,,,,,,3:12.94,2:46.45,
Manuela Moor,,,2:38.44,,,,,,,,,,,,
Lea Hungerbühler,,,,,,,,,,,,,2:24.49,2:21.49,2:28.19
Beatrice Iten,2:55.02,,,3:10.32,3:11.18,,,,,,,,,,
Céline Bourquenez,,,2:57.16,,,,,,,,,,,,
Ambra Corciulo,,,,,,,,,,,3:54.28,,,,
Silja Lehmann,,,,,,,,3:26.73,,3:11.74,,,3:17.96,,
Stefania Minder,,,,,,,,,,,,,,2:40.54,2:47.47
Carmen Kocherhans,2:54.37,2:58.18,,,,,,,,,,,,,
Delphine Hess,,,,,,,,,,2:56.69,,2:46.46,,2:55.10,2:49.23
Cloé Pointet,,,,,,,,,,2:42.92,,2:47.29,,,
Sydney Maître,,,,,,,,,,3:00.61,,,,,
Sophia Collioud,,,,,,,,,,,,,,2:36.21,2:20.53
Corinne Buri,,2:50.34,,,,,,,,,,,,,
Delphine Leuba,,,,,,,,,2:47.61,,,,,,
Fanny Combe,2:44.59,,2:33.32,2:27.81,,,,,,,,,,,
Marie Theurillat,,,,,,,,,2:30.38,2:30.05,2:36.40,,2:32.54,2:27.78,
Sarina Hasler,,,,,,,,,,,,,,2:55.99,2:55.48
Coralie Michelet,2:18.01,,,,,,,,,,,,,,
Jeanne Gremaud,,,,,,,,,2:23.18,2:25.14,,,2:21.88,,2:25.27
Sabine Bachmann,2:09.23,,,,,,,,,,,,,,
Patrizia Köpfli,2:30.17,2:26.10,2:22.13,2:25.50,,,,,,,,,,,
Gloria Guidotti,,,,,,,,2:57.69,,,,,,,
Shelly Schenk,,,,,,,,,2:25.20,2:25.60,2:20.36,2:19.70,2:21.42,2:21.00,
Alice Tognetti,,,,,,,,2:25.55,2:22.39,,,,,,
Sara Caiado,,,,,,,,,2:33.37,2:30.56,2:27.90,2:30.15,,,
Zoé Raimondi,,,,,,,,,,,,2:39.72,,,
Samira Ringgenberg,,,,,,,,,,,2:54.39,,,,
Barbara Ramseier,2:25.66,2:24.99,,,,,,,,,,,,,
Bigna Herold,,,,,,,,,,,,3:19.23,,,
Andrina Schläpfer,2:21.90,2:12.38,2:07.73,2:06.39,2:06.82,2:14.14,,2:11.91,,,,,,,
Marie Daguet,,,3:05.86,,,,,,,,,,,,
Nubya Stauffer,,,,,,,,,,,,,,,2:27.44
Sara Jost,,,,2:18.70,2:15.53,2:14.56,2:12.53,2:11.75,2:12.24,2:09.99,2:15.34,2:10.65,2:13.07,,
Fanny Comina,,,,,,,,,,2:28.29,,,,,
Melanie Böhler,,,,,,,,2:56.68,,,3:12.87,,2:44.95,,
Mélissa Girardin,,,,,,,,,,,,2:30.73,2:22.19,2:23.15,2:13.51
Patricia Knecht,,,,,,,,,,3:05.78,,3:02.30,,,
Alicia Lisser,,,,,,,,,,,,,2:48.80,3:20.56,
Tamara Richenberger,2:28.00,,,,,,,,,,,,,,
Milena Gauch,2:35.93,,,,,,,,,,,,,,
Manuela Wellinger,,,3:03.80,3:08.14,,,,,,,,,,,
Chantal Schöni,,,,,,2:27.92,2:33.14,2:33.17,2:27.24,,,,,,
Simona Aeschlimann,,,,,,,,,,,,,2:36.91,2:31.59,
Chiara Rigotti,,,,,,,,3:44.97,,,,,,,
Chiara Lenzi,,,,,,,,,,3:12.06,,,,,
Laura Morini,2:34.04,2:39.64,,,,,,,,,,,,,
Sina Laube,,,,,,,,,,,,2:23.97,2:23.69,2:27.59,
Michèle Stofer,2:25.05,2:27.89,,2:29.01,,,,,,,,,,,
Luisa Schenker,,2:52.31,,,,,,,,,,,,,
Sarah Marock,,,,,,,2:35.12,2:38.97,,,,,,,
Birtukan Bouele,,,,,,,,,,,3:31.25,,4:30.69,,
Fabia Abel,,,,,,,,,,,,,,2:28.29,
Marlene Reusser,,,,2:33.17,,,,,,,,,,,
Tessa Morshuis,,,,,,,,,,2:59.55,,,,,
Seline Seewer,,,,,2:39.08,,,,,,,,,,
Alexandra Cirillo,,,,,,,,2:36.91,,,,,,,
Christine Wyrsch,,,2:19.37,,,,,,,,,,,,
Alexiane Gaspoz,,,,,,,,,,,,,,2:40.07,
Vera Falkenberg,,,,,,2:38.33,,,,,,,,,
Marie-Louise Elsener,,,,,2:39.01,,,,,,,,,,
Melanie Eisenring,,,,,,,,,,2:34.11,2:28.94,,,,2:44.77
Silvana Jucker,,,,,2:39.01,,,,,,,,,,
Aline Dörig,,,,2:35.42,,,,,,,,,,,
Guia Elia,3:22.79,,,,,,,,,,,,,,
Inès Blanco,,,,,,,,,,,,2:51.31,,,
Aurélie Gutschmidt,,,,,,,,,2:48.06,,,,,,
Marine Recordon,,,,,,,,,,2:33.25,2:35.33,,,,
Carmen Knecht,2:28.21,2:25.95,,,,,,,,,,,,,
Sara Vallelian,,,,,,,,,3:03.81,,,,,,
Isabelle Balzer,,,,,,,,,,,,,,2:43.97,
Valerie Widmer,,,,,,,,2:33.38,2:31.88,,,,,,
Fanny Nussberger,,,,,,,,,,,,,2:31.94,,
Loanne Duvoisin,,,,,,,,2:41.19,,,,,,,
Jael Brunner,,,,,,,,,,,,2:47.92,2:57.00,2:58.66,
Nathalie Philipp,,,2:42.10m,2:34.91,2:31.01,2:25.99,2:33.27,2:28.71,2:29.25,2:33.29,2:27.90,2:33.00,,,
Nemea Koch,,,,,,,,,,,,2:38.09,2:33.48,,
Lea Herrsche,,,,,2:42.43,2:53.72,2:57.33,,,,,2:58.01,,,
Chiara Ghielmini,,,,,,,,,2:39.11,,2:25.94,,,,
Natacha El Din,,,,,,,,,3:24.12,,,,,,
Vreni Gwerder,2:52.04,,,,,,,,,,,,,,
Kristin Dönz,,,,,,,,,,,,,2:54.58,,
Lucie Aeschlimann,,,,,,,,,,,,2:38.73,,,
Linda Achtel,,,2:28.91,,,,,,,,,,,,
Désirée Steiner,,,2:47.21,,,,,,,,,,,,
Lea Sprunger,2:38.68,2:40.86,2:29.87,2:23.94,2:32.83,2:30.07,,,,,,,,,
Elina Bertschy,,,,,,,,,,,,,2:54.72,,
Monica Pellegrinelli,,2:48.16,,,,,,,,,,,,,
Letizia Alberio,,,,,,,,,2:35.58,2:38.19,2:30.24,,2:42.24,,
Salma Dénervaud,,,,,,,,,,,,2:28.69,2:22.92,2:18.51,2:18.48
Lea Celii,,,,,,,,,,,,3:10.15,,,
Yara Spycher,,,,,,,,,,2:37.65,2:51.41,,,,
Camilla Imthurn,,,2:48.19,,,,,,,,,,,,
Dania Behringer,,,,,,,,,,,2:33.21,,,,
Linda Bichsel,,,,,,,,,,,,,,,2:25.87
Nadine Grüter,,,,2:47.12,2:55.88,,2:49.37,,2:45.51,2:52.89,,2:48.28,2:53.09,2:56.83,2:50.01
Anna Vogelsanger,,,2:41.37,2:52.12,,,,,2:40.00,,,,,,
Alexandra Kassis,2:50.96,,,,,,,,,,,,,,
Samira Roth,,,,,,,,,,,2:46.27,,,,
Elsa Progin,,,,3:07.19,,,,,,,,,,,
Nadine Baur,,,2:45.36,,,,,,,,,,,,
Sibylle Häring,,,,,,,,,,2:22.52,2:12.48,,2:11.75,,
Nina Grossniklaus,,,,,,,,,,2:58.20,,,,,
Sara-Maria Vogel,,,,,,,,,,,2:29.89,2:21.52,2:16.22,2:15.96,2:17.81
Chiara Amacher,,,,,,,,,,,,2:48.58,,,
Regula Wyttenbach,2:19.93,2:15.62,2:11.28,2:13.75,2:12.59,2:09.18,2:08.63,,,,,,,,
Nadja Hertli,3:07.48,,3:07.12,,,,,,,,,,,,
Giorgia Morini,,,3:14.51,,,,,,,,,,,,
Nora Gmür,,,,,,,,,2:18.81,2:18.25,2:18.91,,2:17.21,,
Alana Vannay,,,,,,,,,,2:19.01,2:15.62,2:12.54,2:13.45,2:13.06,2:19.95
Jana Zmek,,2:22.78,,,,,,,,,,,,,
Anaïs Piccolo,,,,,,,,,,,3:04.05,,,,
Corinne Müller,2:08.47,2:09.50,2:08.57,2:19.14,2:16.41,2:14.18,2:15.91,2:16.75,,,,,,,
Marjolein Terwiel,2:05.38,2:08.33,2:07.30,,,,,,,,,,,,
Lorena Wyss,,,,,,,,,,,,,2:43.92,,
Fabienne Schlumpf,,2:26.01,2:17.35,2:18.18,2:12.80,2:12.81,,,,,,2:12.07,,,
Cindy Solliard,,,,,,,,2:45.74,,,,,,,
Svenja Frei,2:28.23,2:23.94,2:29.29,,,,,,,,,,,,
Andrea Götti,2:30.68,2:25.84,2:25.51,,,,,,,,,,,,
Pascale Stöcklin,,,,,,,,2:35.29,,2:27.58,,,,,
Noémie Bont,,,,,2:46.22,,,,,,,,,,
Caroline Wyss,,,,,,3:06.03,,,,,,,,,
Sanaâ Ariri,2:20.37,,,,,,,,,,,,,,
Julie Bovier,,,,,,,,,,2:26.41,2:34.40,,,,
Salomé Genzoni,,2:45.93,,,,,,,,,,,,,
Julie Metral,,,,,,2:47.82,,2:53.36,,,,,,,
Michèle Ackermann-Schmid,,2:18.83,,,,,,,,,,,,,
Simone Schwander,,,,,,,3:03.38,3:13.98,,,,,3:14.20,,
Silvana Käser,,,,,,,,,,,,,2:27.14,2:36.71,
Lucia Croci,,,,,,,2:23.59,2:19.07,,,,,,,
Silja Diener,,,,,,,,,,,,3:24.52,,,
Fiona Weissenberger,,,,,,,,,,,3:27.47,,,,
Vivienne Langenegger,,,,,,,3:16.05,,,,,,,,
Corinne Lochmatter,2:32.72,,,,,,,,,,,,,,
Petra Roos,,,,,,,2:56.74,,,,,,,,
Kenza Vionnet,,,,,,,,,2:33.01,2:39.22,,,,,
Irina Storrer,,,,2:30.97,2:23.27,,,,,,,,,,
Dominique-Anja Ueltschi,,,,,2:31.35,,,,,,,,,,
Serena Pedraita,,,3:09.23,3:12.84,3:13.72,3:13.78,,,,,,,,,
Lavignia Lovato,,,,,,,,,,,2:27.86,2:21.59,2:17.76,2:18.28,2:17.75
Linda Hegenbart-Khuzwayo,,,,,,,,,,,,,2:43.38,,
Lisa Collier,,,,,,,,,,,,,,,3:22.45
Stephanie Haefeli,,,,,2:24.19,,,,,,,,,,
Patrizia Buri,,,,2:47.59,,,,,,,,,,,
Carmen Tanner,,,,,,,,,,,2:25.69,2:26.76,,,
Seraina Lerf,,,,,,,,,,,,,2:32.55,,
Claudia Cook Gomez,,,,,,,,,,,,,,,2:24.02
Katja Hacksteiner,,,,2:33.24,2:28.86,2:30.17,2:24.12,2:24.02,2:30.47,2:26.51,2:26.24,2:21.29,2:23.02,2:22.15,2:28.12
Michèle Garlinski,,,,,,,,,,,2:45.93,2:37.66,,2:42.44,
Alina Amstad,,,,,,,,,3:17.71,3:24.43,3:14.98,3:07.20,,,
Michelle Zünd,,,,,,,,,2:35.38,,,,,,
Lydia Boll,,,,,,,,,,2:32.65,2:27.56,2:37.59,2:24.73,2:19.25,2:19.30
Malena Bringold,,,,,,,,,,,,2:51.64,2:42.69,,
Laurine Fiaux,,,,,,,,,,,,,,,2:36.69
Noémie Pasche,,,,,,,,,,,,,,2:26.59,
Noemi Beutler,,,,,,,,,,,,,3:04.12,3:02.85,
Zoé Zimmermann,,,,,,,,,,,2:38.62,,,,
Corina Steiner,,,,,,,,,,,2:44.99,,,,
Simone Manser,,,,,,,,,,,,2:50.15,,,
