Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Yoran Beldengrün,2:18.95,2:10.14,2:13.17,,,,,,,,,,,,
Benjamin Schaub,,2:11.43,2:02.29,2:02.14,,,,,,,,,,,
Michael Rutz,,,,2:03.88,,,,,,,,,,,
Pascal Haas,,,,,,,,,,,,2:00.53,1:58.40,,2:01.00
Michael Schuler,2:04.05,1:58.98,,,,,,,,,,,,,
Christian Roost,2:13.09,,,,,,,,,,,,,,
Steve Cotting,,,2:00.89,1:59.83,,,,,,,,,,,
Lucas Mühle,,,,,,,,,,,,,,2:09.72,
Amedeo Caflisch,,,,,,,,,2:24.58,,,,,,
Robin Wütschert,,,,,,,,2:16.24,2:09.05,2:07.63,2:07.19,,2:04.69,2:02.12,
Elias Meier,,,,,,,2:17.03,2:13.33,2:18.08,2:29.86,,,,,
Yonas Mekonen,,,,,,2:08.38,,,,,,,,,
Tobias Seitz,,,,,,,2:29.36,2:25.55,,,,,,,
Matthias Schöpfer,,,2:06.53,2:04.52,1:57.76,1:57.80,1:56.68,1:53.48,1:52.97,1:50.97,1:55.27,1:53.85,,1:56.47,1:54.94
Etienne Ménétrey,,2:03.46,2:01.14,2:04.14,,,,,,,,,,,
Kevin Lourenço,,2:28.31,,,,,,,,,,,,,
Pascal Imhof,,,,2:27.52,,,,,,,,,,,
Alain Crottaz,,,,,,,,,,,,2:32.06,,,
Patrick Ruetsche,,,,,,,,,,,,,2:10.03,,
Tim Aubert,,,,,,,2:09.10,2:09.40,2:11.79,,,,,,
Raphael Baumann,,,,,2:20.96,,,,,2:10.59,,2:13.41,2:14.72,2:09.61,
Adrien Aymon,,,,,2:12.37,,,,,,,,,,
Robin Oberholzer,,,,,,,,,,,2:11.29,,2:07.08,2:04.00,2:03.91
Nicola Wernli,,,2:20.31,,,,,,,,,,,,
Benjamin Jeanmaire,,,,,,,,,,,,2:21.08,,,
Frédéric Oberli,,,2:06.15,2:07.59,2:10.26,2:09.02,2:10.72,2:10.93,2:15.51,2:11.57,2:12.99,2:12.89,,2:16.33,2:19.12
Calvin Kuhn,,,,,,,,,,,,,,,2:01.40
Cédrin Schlager,,,,,,,,3:04.32,,,,,,,
Wondimu Bussy,,,,,,2:02.46,1:59.69,1:58.75,1:57.44,,1:55.04,1:56.76,,,
Fabian Minder,,,,,,2:01.72,,,,,,,,,
Filippo Ammirati,,,,,,,,,,2:16.71,,,,,
Severin Hinnen,,,2:15.96,2:08.29,,,,,,,,,,,
Livio Franchetti,2:11.06,2:06.51,2:04.30,,2:07.04,,,,,,,,,,
Luca Calderara,,,,,,,2:08.34,,,2:16.57,,,,,
Stephan Zulauf,,,,,,,,,2:21.66,,,,,,
Kenny Lambiel,,,2:13.23,2:04.95,1:59.95,2:01.66,,,,,,,,,
Livio Piccolotto,,,,,,,,,,3:25.31,3:24.76,,,,
Robin Locher,,,,,,3:00.28,,,,,,,,,
Dennis Knecht,,,,,,,,,,,,,,2:04.51,
Daniel Kunz,,,,,,,,,2:17.43,2:09.02,2:05.41,2:15.63,,,
Sebastien Saugy,,,1:59.38,1:56.57,,,,,,,,,,,
Elia Bizzozero,,,,,,,,,,,2:02.11,2:01.24,1:58.27,2:02.14,1:56.59
Samet Tela,,,,,2:16.09,2:19.21,,,,,,,,,
Kilian Blaise,,,,,,,2:16.94,,,,,,,,
David Belz,1:56.71,,,,,,,,,,,,,,
Silvan Duft,1:57.03,,,,,,,,,,,,,,
Janosch Adler,,,,,,,,,2:19.18,2:14.33,2:11.68,2:08.13,2:10.32,,
Aurélien Quenet,,,,,,,,,,2:24.07,,,,,
Jean-Pierre Theytaz,2:12.11,,2:09.17,2:08.13,,2:06.17,,,2:03.55,,2:08.69,,,,
Stefan Marti,,,,,2:01.78,1:59.37,2:00.61,2:01.90,2:02.44,2:07.49,,,,,
Andreas Muff,,,,,,,,,,,,,,2:09.93,2:11.82
Raphael Frei,1:57.67,1:58.21,1:55.81,1:57.38,1:54.91,1:51.51,1:54.27,1:54.74,1:55.52,1:55.48,1:58.09,,,,
Aymeric Lachaux,,,,,,,,,,,2:01.31,,,,
Simon Ferrari,,,,,,,,,,,2:02.25,,2:16.42,,
Vasco Bolis,,,2:09.51,2:05.80,,,,,,,,,,,
Andreas Kuster,,2:18.61,,,,,,,,,,,,,
Philipp Bislin,,,,2:07.34,,,,,,,,,,,
Xaver Dörig,,,,,,,2:32.40,,,,,,,,
Damien Wuarchoz,,2:13.85,,1:59.97,2:04.69,1:58.40,1:55.00,1:54.69,1:56.14,,,,,,
Kevin Erni,,2:23.40,2:09.76,2:03.82,,,2:28.46,,,,,,,,
Swen Hawkins,,,,3:18.08,,,,,,,,,,,
Dominik Rohner,,,,,,,,,,,,2:20.41,2:09.80,2:08.83,
Julian Hegg,2:04.72,,,,,,,,,,,,,,
Jan Heller,,,,,,,,,,,2:10.95,2:09.97,,,
Numa Cariboni,,,,,,,,,,,,,,,2:14.55
Ernesto Stöckenius,,,,,,2:07.62,,2:02.87,2:01.62,,,,,,
Lukas Latteier,,,,,,,,,,,2:25.76,,,,
Alessandro Valentini,,,,,,2:31.93,,2:06.63,2:03.64,,,,,,
Valentin Wullschleger,1:51.98,1:52.62,,,,,,,,,,,,,
Giacomo Galli,2:01.33,,,,,,,,,,,,,,
Ramon Betschart,,,,,,,,2:14.41,,,,,,,
Pablo Wey,,,,,,,,,2:07.00,1:59.37,1:58.35,,,,
Adrian Lehmann,2:10.51,2:05.13,1:57.62,1:57.39,,,2:01.16,,,,,,,,
Thomas Saner,1:54.32,2:02.08,1:53.27,1:55.59,,,,,,,,,,,
Jérémy Charmillot,,,,,,2:05.27,2:05.92,,,,,,,,
Elias Bührer,2:03.39,1:59.12,2:03.47,,,,,,,,,,,,
Michael De Magalhaes,,,,,,,,,2:07.17,2:04.05,2:08.88,,,,
Cyril Martin,,,,,,,,2:06.38,,1:59.99,2:04.56,2:03.27,,,
Patrick Aebischer,2:04.58,2:05.25,,,,,,,,,,,,,
Sven Romanens,2:07.74,,,,,,,,,,,,,,
Jérôme Saugy,,,,,,,2:11.89,,,,,,,,
Adrian Kammer,1:58.34,,,,,,,,,,,,,,
Timothée Antier,,,,,,,,,,,,,,,1:59.81
Dimitri Jaeger,2:01.88,1:59.42,1:59.84,,,,,,,,,,,,
Sébastien Witschi,,,,,2:13.31,2:06.48,2:05.96,2:05.96,2:03.26,2:03.32,1:59.15,2:00.29,1:59.10,1:57.87,1:56.32
Pierre Fournier,,,,,,,,,,,,1:58.98,2:03.03,1:58.88,1:59.53
Shannon Rüedi,,,,,,,,,,2:23.13,,2:21.52,,,
Brice Repond,,2:21.56,2:16.60,2:11.16,2:03.44,,,,2:07.58,2:05.22,,,,,
Adrian Wüest,1:48.94,1:48.93,1:49.43,,,,,,,,,,,,
Jonas Wildhaber,2:31.74,,,,,,,,,,,,,,
Mathieu Degrange,2:14.89,,,,,,,,,,,,,,
Adrien Piquerez,,,,,,,,,,,,2:12.52,,,
Yves Albrecht,,,,,2:09.69,,,,,,,,,,
Simon Schönenberger,,,,,,2:03.06,2:04.05,2:03.06,2:06.25,2:03.13,2:03.02,2:03.74,2:02.06,2:03.63,
Karim Jammoul,,,,,,,2:00.30,1:59.09,1:59.65,,,,,,
Clément Gilliéron,,,,,,,,,,,,2:07.45,2:03.02,2:00.30,
Simon Kehl,,,,,,,,2:16.18,2:08.99,2:06.72,2:02.61,2:02.97,2:01.60,,
Schärer Silas,,,,,,,,,,,,2:11.25,,,
Patrick Arnold,,,,,,,,2:18.11,,2:08.29,,,,,
Benno Bischofberger,,,,,,3:17.98,,,,,,,,,
Nick Portmann,,,,,,,2:57.16,,,,,,,,
Flavian Koster,,,,,,,,,,2:48.22,,,,,
Roger Schmid,2:21.82,,,,,,,,,,,,,,
Tim Köhli,,,,2:24.85,,,,,,,,,,,
Bryan Copat,,,,,,,,,2:17.03,,,,,,
Pascal Moos,2:11.05,,,,,,,,,,,,,,
Antoine Juillerat,,,,,,,,,2:20.35,,,,,,
Matthias Strasser,,2:20.54,2:13.48,,,,,,,,,,,,
David Naldini,,,,,,,,,,,,,2:01.07,,
Samuel Caillet-Bois,,,,,,,,,2:04.85,2:14.49,,,,,
Angus Fölmli,,,,,,,2:05.49,2:01.39,1:56.81,1:54.45,1:51.90,1:51.18,1:49.88,1:49.79,1:51.97
Loris Hutterli,2:00.90,,,,,,,,,,,,,,
Lars Thomas Hasler,,,,,,,,,,,2:22.52,,,,
Domenik Schumacher,,,,,,2:13.69,,,,,,,,,
Enrico Jutzeler,,,,,,2:20.31,,,,,,,,,
Ruedi Müller,2:03.71,,2:04.98,2:04.88,2:05.49,2:05.05,2:10.39,2:08.84,,2:08.94,,,,,
Severin Sertore,,,2:21.61,,,,,,,,,,,,
Yanik Küng,,,,,,,,,,,,2:06.61,,,
Lukas Mayer,,2:31.38,,,,,,,,,,,,,
Rico Balmer,,,,,,,,,,,2:17.12,,,,
Patrick Herzog,,,,,,,,2:31.28,,,,,,,
Erwin Inglin,2:01.88,1:59.54,2:00.19,2:00.71,1:59.24,1:56.98,1:57.42,,,,,,,,
Florian Hilti,1:54.73,1:52.73,1:53.99,,,,,,,,,,,,
Cyrille Bosshart,2:06.12,2:04.57,2:02.00,,2:03.88,2:14.33,,,,,,,,,
Michael Eichenberger,2:06.98,2:03.18,2:07.58,,,,,,,,,,,,
Fabio Vielmi,,,,2:14.10,,,,,,,,,,,
Noah Härri,,,,,,,,,,,2:13.98,,,,
Ramon Hürlimann,,,,,,,,,,,,2:00.33,1:54.77,1:54.09,1:57.34
Janek Erxleben,,,,,,,,,,2:56.14,,,,,
Philipp Kitos,,,2:06.69,,,,,,,,,,,,
Koray Altinok,,,,,,,,2:29.41,,,,,,,
Giacomo Orelli,,,,,,,,,,,,,,,2:18.68
Lucas Frauenlob,,,,,,,,,,,,2:10.12,2:07.31,,
Simon Naizgi,,,,,,,,,,,2:06.33,2:00.79,,,
Fabien Visinand,1:54.53,1:53.51,1:52.62,1:51.96,1:50.87,1:49.80,1:51.23,,,,,,,,
Xavier Müller,,,,,,,,,,,,,,2:27.07,
Michael Reiter,2:10.06,,,,,,,,,,,,,,
Tim David Grob,2:04.34,2:02.06,,,,,,,,,,,,,
Fabian Nussbaumer,,,,,,,,,2:05.62,2:01.61,2:00.64,1:59.99,2:01.14,2:03.78,
Claudio Schmidtke,,,,,,2:09.62,2:08.15,2:10.62,,2:02.78,2:04.22,2:00.97,2:01.01,2:00.93,
Adrian Castrischer,2:16.04,2:11.12,2:05.71,2:12.71,,2:04.71,,,,,,,,,
Ueli Frey,2:11.08,,,,,,,,,,,,,,
Paul Ricklin,,,,,,,,,,,,,,2:06.31,2:07.52
Romain Ries,,,,,,,,,,,,,,2:05.16,2:04.40
Quirin Darms,,,,,,,,,,,,,2:14.56,,
Jonathan Frutschi,,2:38.47,,,,,,,,,,,,,
Ivan Delmuè,1:57.42,,,,,,,,,,,,,,
Romano Josi,,,,,2:32.73,2:19.27,,,,,,,,,
Maxence Garin,2:02.72,,1:59.74,1:57.26,,,,,,,,,,,
Johannes Kapfhammer,,,,,2:26.00,2:23.50,,,,,,,,,
Romain Fardel,,,,1:59.28,1:58.74,1:57.53,2:00.25,,,,,,,,2:01.90
Ludwig Ruder,,,2:10.33,2:08.68,2:04.20,1:57.96,2:01.32,,,2:02.73,,,,,
Joah Wüthrich,,,,,,,,,,,,,,,2:07.44
Gregor Probst,2:02.44,2:04.88,,,,,,,,,,,,,
Stéphane Demierre,2:06.64,,2:01.08,,,,,,,,,,,,
Patrick Schönbächler,,,,,2:35.38,,,,,,,,,,
Silas Schmid,,,,,,,,2:10.42,,,,,,,
Maxime Walt,,,,,,,,,,2:16.99,,,,,2:10.43
Johannes Jelitto,,,2:02.20,,,,,,,,,,,,
Yuriy Rahm,,,,,,,,,,,,,,2:12.51,
Siro Gentilini,,,,,,,,,,,,2:23.33,2:11.99,2:05.22,2:01.72
Lars Fritschi,,,,,,,,,,,,,2:19.34,,
Yanick Küchler,,,,,,,,,,,,2:24.32,,,
Maximilian Krauer,,,,,,,,,2:15.25,,,,,,
Gabriel Patzi,,,,,,,,,,,,,2:04.24,1:59.11,
Axel Fournier,,,,,,,,,,,2:10.98,,,,
Leonard Wachter,,,,3:43.68,,,,,,,,,,,
Edoardo Minto,,,,,,,,,,,,,,2:17.87,
Baptiste Ulrich,,2:11.74,2:04.41,2:00.45,1:59.22,1:59.20,2:00.02,2:06.23,,,,,2:04.90,2:00.47,2:00.54
Lukas Koller,,,,,,3:13.36,3:02.87,3:06.15,,,,,,,
Nino Camiu,,,,,,,,,,,3:01.74,,,,
Daniele Angelella,,,,,,1:56.15,1:57.82,,,1:56.42,1:57.60,,,,
Luca Räss,,,,,,2:07.26,,,,,,,,,
Albert Hellman,,,,,,,,,,,,,,,2:12.07
Elija Ziem,,,,,,,2:54.74,2:43.90,2:35.97,2:28.00,2:31.01,2:15.79,2:01.22,1:56.18,
Fabian Heiniger,,2:10.70,2:13.58,2:14.53,,,,,,,,,,,
Jonas Strebel,,,,,,,,,,,,,2:06.53,2:08.03,
John Truninger,,,,,,,,,,,2:14.71,,,,
Simeon Steinhauer,,,,2:22.26,,,,,,,,,,,
Kilian Erbacher,,2:14.34,,,,,,,,,,,,,
Daniel Vögeli,1:52.96,,1:52.82,,,,,,,,,,,,
Philipp Fleischmann,,,,2:18.98,,2:12.48,,,,,,,,,
Lukas Krüdewagen,,,,,,,,2:18.72,,,,,,,
Adrian Mathis,,,,,,,,,,,,,2:28.20,,
Till Wettstein,,,,,,,,,,2:16.10,,,,,
Bruno Metral,,,,2:21.31,,,,,,,,,,,
Andreas Thali,,,,,,,2:09.20,,,,,,,,
Yann Leresche,,,,,,,,,2:26.02,,,,,,
Simon Itim,,2:04.17,1:59.68,1:57.75,1:54.31,1:53.97,1:52.99,1:51.87,1:51.29,1:50.29,1:52.44,1:53.49,1:56.51,1:56.64,
Roland Broch,2:02.76,,,,,,,,,,,,,,
Luca Jost,,,,,,,,,2:00.68,1:59.13,1:58.28,1:58.21,1:59.55,1:56.62,1:59.42
Stefan Koster,,2:08.21,2:07.98,,,,,,,,,,,,
Stève Canapini,1:59.40,,,,,,,,,,,,,,
Cédric Bosshard,2:14.07,,,,,,,,,,,,,,
Raphael Fuchs,1:50.83,1:49.81,1:51.33,1:51.40,1:50.60,1:51.67,,1:54.34,1:57.09,,,,,,
Igor Meroni,1:55.94,,,,,,,,,,,,,,
Luca Simpson,,,,,,,,,,,,,,,1:57.00
Ueli Küttel,2:01.56,2:02.96,2:10.98,,,2:05.86,2:11.17,2:11.44,,2:14.65,2:12.54,2:11.60,2:20.80,,
Urs Frischknecht,,,,,,2:17.85,,,,,,,,,
Christian Winter,2:05.67,2:04.11,,,,,,,,,,,,,
Julius Grämiger,,,,3:07.68,,,,,,,,,,,
Navid Kerber,,,,,,,,,,,,,,1:58.50,1:57.53
Jan Brecelj,,2:09.98,,,,,,,,,,,,,
Michele Lardi,,,,,,,2:09.60m,2:03.79,2:03.03,2:01.28,2:01.19,2:00.67,2:02.11,2:03.99,
Florian Schmid,,,,,,3:06.66,,,,,,,,,
Ronny Müller,2:04.16,,,,,,,,,,,,,,
Sebastian Graf,,,,,2:00.64,1:58.70,1:54.89,1:51.82,,1:53.41,1:55.05,1:56.48,1:55.71,,
Kristian Eng,,,,,,,,,,,,,,2:53.87,
Alessandro Rossetti,,,,,2:31.39,,,,,,,,,,
Marc Rotzetter,,,,,,,,,,,2:16.83,,,,
Jérémy Capt,,,,,,,,,2:13.85,2:10.49,2:04.64,2:04.45,,,
Ruben Frank,,,,,,,,,,,,,2:10.60,,2:18.13
Silvano Suhner,,,,,,,,,,,,,2:07.37,,
Mathias Moghini,2:00.02,1:59.63,1:58.39,2:00.13,,,,,,,,,2:11.54,,
David Zysset,1:55.37,1:54.31,,,,,,1:56.31,,,,,,,
Simon Jobin,,2:23.12,,,,,,,,,,,,,
Michel Ringier,,,,,,,2:30.37,2:15.06,2:17.24,2:18.68,2:16.58,2:23.36,2:16.07,,
David Laperge,,,,,,,,,,2:14.13,,,,,
Philip Rosenthal,,,,,,,,,2:03.08,,,,,,
Stefan Milovanovic,,,,,,,,,,,,,,2:17.06,
Fridolin Bloch,,,,,,2:28.61,,,,,,,,,
Jonas Bührer,2:02.87,2:07.34,2:01.83,2:01.27,2:01.27,2:00.62,,,,,,,,,
Arnaud Gilliéron,,,,,,,,,,,,,2:02.37,2:00.25,1:57.97
Samuel Sieber,2:18.68,,,,,,,,,,,,,,
Manuel Morger,,,,,,3:03.50,,,,,,,,,
Gabriel Matos,,,,,,,,,,,,2:01.83,,,1:59.30
Tarik Studer,,,,,,,,,,,,,2:24.26,,
Adriano Bordacheva,,,,,,,,,,2:53.00,2:43.28,,,,
Simon Wellig,,,,,,,2:07.45,2:04.67,,,,,,,
Léo Lädermann,,,,,,,,,,,,2:09.84,2:04.64,2:01.71,2:01.21
Johannes Kupferschmid,,,,,,,,,,,,2:20.14,,2:07.29,2:08.73
Christian Garetto,,,,2:08.85,2:14.34,,,,,,,,,,
Olivier Huber,,,,,,,2:14.88,,,,,,,,
Gabriel Surdez,,,,,,,,,2:23.63,,,,,,
Daniel Hegner,,,,,,,,,,,2:33.22,,,,
Tommaso Cometta,,2:28.15,2:16.36,,,,,,,,,,,,
Gian Wagner,,,,,,,,,,,,2:44.50,,,
Lionel Etzensperger,,,,,,,,,,,,,,2:16.91,
Julien Torche,,,,,,,,,,,,,,,2:06.71
Yves Spira,2:11.82,2:06.92,2:00.84,1:58.30,1:55.52,1:55.40,2:00.01,2:00.23,,,,,,,
Marco Leuenberger,,2:22.70,,,,,,,,,,,,,
Melkias Afeworki,,,,,,,,,,,,2:07.58,2:03.42,2:00.68,1:59.83
Julien Wanders,,,,,,,1:58.31,1:57.51,,,,,,1:51.57,
Yannick Von Büren,2:14.71,2:06.66,2:05.61,,,,,,,,,,,,
Reto Ramseier,,,2:07.03,2:00.95,,1:56.96,1:56.21,1:55.17,1:53.90,1:53.49,,1:52.94,1:52.29,1:52.29,
Tim Gerber,,,,,,,,,2:28.53,,,,,,
Kendry Rosa Jimenez,,,,,,2:13.87,2:07.31,,,,,,,,
Pablo Klopfenstein,,,,,,,,,,2:13.36,2:11.48,2:02.81,2:08.14,,
Andy Coendet,,,,,,,,,,,,,,,1:58.64
Thomas Preisig,,2:28.40,,,,,,,,,,,,,
Cornel Ronner,,,,,,,2:09.46,,,,,,,,
Tim Kellenberger,,,,,2:25.55,,,,,,,,,,
Simon Nachbur,,,,2:19.07,2:14.46,2:13.35,,,,,,,,,
Roman Hunziker,,,2:20.39,2:07.27,2:07.54,2:00.95,2:03.73,,,,,,,,
Nicolas Sangleboeuf,,,,2:22.02,,2:07.72,,,,,,,,,
Alexandre Vouilloz,,,,,2:11.59,,,,,,,,,,
Olivier Gloor,2:01.65,2:02.23,,,,,,,,,,,,,
Niklas Anzböck,,,,,,,,,,2:02.49,2:01.38,,,,
Romain Fridez,,,,,,,,,,,,,,,1:59.40
Bilel Mdaini,,,,,,,,2:08.65,,,,,,,
Muhammed Saho,,,,,,,,,,,2:08.88,,,,
Andreas Ammann,,,,,,,,,,,2:07.47,2:01.42,2:00.84,,
Luca Giacobbo,,,,,,,,2:13.01,,,,,,,
Christian Uebersax,,,,,2:09.61,2:07.81,2:10.17,2:10.71,2:11.83,,,,,,
Philipp Andermatt,,,,2:25.33,,,2:04.88,2:02.69,,,,,,,
Marlon Widmer,,,,,,,,,2:15.89,,,,,,
François Ammann,,,,,,,,,,2:16.92,1:59.87,2:00.25,1:55.83,1:59.75,
Nico Rohr,2:05.24,2:08.74,,,,,,,,,,,,,
Jérôme Schaffner,1:56.46,1:56.15,1:59.09,1:59.04,1:56.88,,,,,,,,,,
Julien Mézier,2:23.68,,,,,,,,,,,,,,
Giuseppe Gioia,,,,,,,,,2:07.27,2:05.38,2:08.05,2:10.02,2:09.60,,2:11.10
Dominique Weber,1:50.96,1:51.30,1:50.99,,,,,,,,,,,,
Nico Salvisberg,,,,,,,2:07.13,,,,,,,,
Lars Flück,,,,,,2:03.70,2:10.76,,,,,,,,
Sebastian Schneider,2:19.24,,,,,,,,,,,,,,
Yves Crettaz,,,,,2:21.62,2:12.11,2:09.42,,2:15.56,,,,,,
Samuel Andrea Kummer,,,,,,,,2:13.34,2:07.77,2:03.42,2:04.99,,,2:07.03,
Christian Wyss,,,,,,,,,,,,,2:21.16,2:08.88,2:01.82
Stéphane Audriaz,,,,,,,2:08.95,2:07.21,2:11.69,,,,,,
Silvan Marfurt,,2:01.92,2:00.90,,,2:00.78,1:59.78,,,,,,,,
Neil Burton,,,,,,,,,,,,,2:01.08,,
Patrick Barreto,2:12.14,,,2:07.78,2:16.60,,,,,,,,,,
Paolo Boneschi,,,2:08.13,,,,,,,,,,,,
Pascal Zwicky,,,,,,,,2:16.67,,,,,,,
Julian Gundi,,,,,,,,,2:18.17,2:13.03,2:05.56,,2:05.00,,
Marc Thür,,,,,,,,,,3:03.35,3:05.18,,,,
Léo Naldini,,,,,,,,,,,,,2:08.65,2:00.77,
Luca Noti,,,,,,2:00.88,1:57.63,1:56.45,1:58.05,,,1:51.51,,1:52.22,
Kay Brühlmann,,,,,,,2:13.50,,,,,,,,
Moritz Ebbeskotte,,,,,,,,,,,,,,2:01.27,1:57.17
Noah Crescini,,,,,,,,,,,,,,2:27.53,2:20.27
Husein Mahamad Omar,,,,,,,,,,,,,,2:05.83,
Alexis Morand,,,,,,,,,,,,,,2:35.43,
Fabio Bernardoni,,,2:19.90,2:08.82,,,,,,,,,,,
Reto Rast,,,,,,,2:28.01,,,,,,,,
Ivo Zeller,,,,,,,,,,,,,2:35.32,2:41.08,
Sebastian Helbig,,,,,2:14.76,,,,,,,,,,
Andreas Meyer,2:00.08,1:57.55,1:55.24,1:55.85,1:52.92,1:54.47,1:52.13,1:54.44,1:53.10,,,,,,
Ian Tobler,,,,,,,2:13.90,,,,,,,,
Nicola Lo Russo,,,,,,,,,,,2:06.07,2:01.53,1:57.55,1:59.77,
Maxwell Koulen,,,,,,,,,,,,,,2:00.64,1:57.42
Matthias Annaheim,,,,1:55.47,1:59.10,,1:54.18,1:57.65,,,,,,,
Nathan Dugast,,,,,,,,,2:11.74,,,,,,
Raphael Clemencio,,,,,,,,,,,,2:01.52,,,
Julien Meier,2:31.50,2:18.89,2:22.28,,,,,,,,,,,,
Moïse Rususuruka,,,,,,,,,,2:00.39,1:51.13,1:54.02,2:02.03,1:53.11,1:55.53
Andy Grätzer,2:07.50,,,,,,,,,,,,,,
Antoine Aubry,1:58.12,2:02.26,,2:10.79,,2:08.70,2:07.62,2:02.40,2:07.20,,,,,,
Ursin Saxer,,,,,,,,,,,2:16.77,,,,
Fabian Ziehli,,,,,,,,2:14.88,,,,,,,
Jonas Günter,,,,,,,,,,,2:00.06,2:00.92,1:59.63,1:55.52,1:55.40
Andri Gabathuler,,,,,,,,,2:56.35,,,,,,
Noah Theiler,,,,,,,,,,,2:17.45,,,,
Pascal Limbach,,,,2:09.89,,,,,,,,,,,
Tim Borgas,,,,,2:07.58,,,,,,,,,,
Davide Anghileri,,,,,,2:00.15,2:02.80m,2:04.12,2:05.05,2:04.48,,,,,
Mattia Fumagalli,,,,,,,,,,2:07.01,2:07.85,2:04.54,2:05.93,2:02.84,2:04.57
Paul Crettenand,,,,,,,,,,2:35.00,,,,,
Lou Wieland,,,,,,,,3:52.73,,,,,,,
Damian Bossard,2:23.07,,,,,,,,,,,,,,
Toni Wüthrich,,,,,,,,,,,,2:05.24,,,
Emil Rossi,,,,,,,,,,2:37.15,2:27.94,,,,
Cla Remund,,,,,,,,,,,,,,2:15.54,
Patrick Crescini,2:03.41,,,,,,,,,,,,,,
Julien Chappuis,2:21.28,,,,,,,,,,,,,,
Sven Keusch,,,,,,,,,,,,,2:03.34,1:56.63,1:56.04
Jari Leuenberger,2:12.68,,,,,,,,,,,,,,
Moritz Hoeft,,1:48.39,1:50.78,,,,,,,,,,,,
Stephan Verdecampo,,,,,,,,2:00.81,,,,,,,
Andreas Bitschnau,2:05.32,2:01.98,2:04.49,2:04.13,2:05.33,2:04.28,2:07.17,2:07.58,2:07.73,2:08.94,2:05.92,2:05.67,2:08.16,2:04.84,2:08.33
Quentin Goetschi,2:17.50,,,,,,,,,,,,,,
Jérémy Kahr,,,,,,2:25.24,,,2:01.00,1:58.14,2:07.90,,,,
Yannis Müller,,,,,,,,,,,,2:40.19,,,2:34.62
Luciano Porras,,,,,,,,,,2:06.52,,,,,
Raphael Alliot,,,2:05.74,2:01.92,,,,,,,,,,,
Ismail Abdirisak,,,,,,,,,,2:01.89,,2:02.44,1:59.18,2:06.56,
Philipp Berger,1:55.10,1:54.61,1:55.09,,,,,,,,,,,,
Nicolò Brivio,,,,,,2:04.75,,,,,,,,,
Antoine Tâche,,,,,,,,,,,,,2:01.62,1:58.43,2:00.44
Cyrill Fricker,,,,,,,,,,,2:10.89,,2:00.17,1:58.30,
Fabian Budmiger,2:11.41,,,,,,,,,,,,,,
Lucien Fleury,,,,,2:17.16,,,,,,,,,,
Dario Breitenmoser,,,,,,,,,,2:14.43,,2:11.17,,2:06.51,
Loïc Maret,,,,,,,,,,2:06.51,2:04.45,2:05.58,,,
Markus Berger,,,,,,2:13.08,2:09.16,2:12.45,2:11.56,2:15.42,2:16.57,,,,
Bruno Zimmermann,,,,,,,,,,,2:25.39,,,,
Jacques-Olivier Brodbeck Deriaz,,,,,,,,,,,,,2:06.01,,
Peter Feuz,,,,,2:19.01,,,,,,,,,,
Benjamin Fleury,,,,,,2:00.02,,2:04.71,1:59.84,1:59.17,2:00.00,2:02.79,2:04.40,2:09.91,
Linus Spitz,,,,,,,2:08.59,,,,,,,,
Francois Michellod,1:59.99,1:59.53,2:02.35,2:00.35,2:00.37,,2:01.23,,,,,,,,
Rémy Rossier,,,,,,,,,,,,,2:06.01,1:58.61,1:56.50
Saâd Dhif,,,2:08.48,2:07.00,,2:02.15,2:01.08,,,,,,,,
David Kaelin,2:12.98,,,,,,,,,,,,,,
Mark Schneider,,,2:30.62,,,,,,,,,,,,
Stefan Wullschleger,1:57.78,,,,,,,,,,,,,,
Flavio Bizzozzero,,,,,,,,,,,,,2:10.24,,
David Fuentes,,,,2:20.97,,,,,,,,,,,
Lukas Brawand,,,,,,,,,,,,2:06.16,2:04.20,,
Denis Bigler,,,,2:07.65,,,,,,,,,,,
Loïc Nuoffer,,,,,,,,,,,,,2:22.22,2:10.27,2:12.79
Fabian Reichmuth,,,,,2:35.72,,,,,,,,,,
Denis Sorie,,,,,,,,,,2:04.58,2:02.95,2:00.37,2:00.39,,
Alexander Rubin,,,2:15.86,,,,,,,,,,,,
Simon Tschenett,,,,,2:08.47,,,,,,,,,,
Maxime Nougé,,,2:28.59,,,,,,,,,,,,
Aurélien Desmarchelier,1:58.15,,,,,,,,,,,,,,
Lorenzo Pawlowski,,,2:06.78,2:10.37,,,,,,,,,,,
Florian Schwarb,,,,,,,,,,1:56.00,1:57.70,2:02.28,1:56.71,,
Angus Tinashe Goliath,,,,,,,,,1:56.30,2:03.55,,2:04.74,,,
Jan Arnet,,,,,2:29.37,,,,,,,,,,
Marcel Müller,2:02.82,2:02.07,,2:00.76,2:12.75,,,,,,,,,,
Cyrill Kalchofner,,,,,2:21.96,,,,,,,,,,
Andreas Keller,,,,2:12.34,,,,,,,,,,,
Paulo Vieira Gonçalves,,,,,,,,,,,2:06.95,,,,2:13.19
Severin Mauerhofer,,,,,,,,2:15.78,,,,,,,
Luca Martignoni,,,,,,,,,,,,,2:05.05,,
Johannes Konrad,,,,,,,2:27.80,,,,,,,,
