Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Marina Koch,,,,,,,,,,12:32.88,12:39.40,12:19.11,,,
Melinda Scantamburlo,,,,,,14:44.03,,,,,,,,,
Katja Hacksteiner,,,,,,,,,,,11:21.89,10:42.49,10:48.97,10:44.29,10:58.42
Isabelle Anderhalden,,,,,,10:58.53,,,,,,,,,
Flavia Glanzmann,,,,,,10:47.47,,,,,,,,,
Monika Oberlin,10:50.10,,,10:13.43mM,9:47.86,9:50.35mM,,,,,,,,,
Nadja Rüdisüli,,10:46.92,,,,11:10.59,,,,,,,,,
Katharina Rütsche,,,,,,,12:24.04,,,,,,,,
Sandra Benz-Rodighiero,,,,,,14:10.04,,,,,,,,,
Melanie Röthlisberger,,13:15.68,,,,,,,,,,,,,
Joceline Wind,,,,,,,,,,,,,10:09.63,,
Félicia Fasel,,,,,,,,,,,12:46.93,13:01.14,14:03.73,,
Nora Gmür,,,,,,,,,,,,10:26.83,10:15.93,10:07.70,
Mélanie Trachsel,,13:07.60,12:43.16,,,,,,,,,,,,
Rachele Pawlowski,,,13:04.18,,,,,,,,,,,,
Evelyne Mühlematter,10:50.04,10:53.80,11:10.03,,,,,,,,,,,,
Nerina Gross,,,,,,11:47.55,10:54.95,,10:56.46,,,,,,
Shawney Lang,,,,,,,,,,,,,10:48.24,10:49.87,11:02.99
Andrea Büchel-Dürrenberger,10:31.03,,,,,,,,,,,,,,
Fabienne Frei,,13:59.98,,,,,,,,,,,,,
Katrin Engelen,10:27.91,,,,,,,,,,,,,,
Olivia Krattinger,,,11:55.08,,11:15.87,11:13.70,,,,,,,,,
Belinda Bolliger,,13:11.33,,,,,,,,,,,,,
Christi Burns,,,,,14:03.99,,,,,,,,,,
Fabienne Zahno,,,11:53.24,,,,,,,,,,,,
Ramona Germann,,,,,,,,,,11:22.90,,,,,
Sarah Donzallaz,11:44.44,12:28.88,12:35.05,,,,,,,,,,,,
Lisa Schneeberger,,,,,11:48.03,,,,10:39.90,11:00.21,,10:55.43,,,
Esther Fäsi,11:42.40,11:26.01,,,,,,,,,,,,,
Sydney Maître,,,,,,,,,,,,13:50.95,,,
Gabi Berger,10:31.45,10:19.41,,,,,,,,,,,,,
Giulia Mazzotti,,10:54.34,,10:44.22,10:48.10,,,10:53.54,,,,,,,
Marie Therese Frey,10:53.51,10:47.46,11:09.11,10:51.85,10:56.81,10:45.23,10:38.37,,,,,,,,
Jasmine von Vivis,,,13:20.82,13:33.84,,,,,,,,,,,
Fiona Zoebeli,,,,,,,,,11:33.13,,,11:26.84,,,
Charline Kapeller,,,,,,,,,,,,,14:46.39,,
Jennifer Stocker,,,,,11:31.89,,,,,,,,,,
Sarina von Flüe,,,,,,,,,,,,,,11:35.35,
Ella Jayne Revitt,,,,,,,,,11:09.32,10:28.03,10:10.48,9:59.70,9:50.41,,
Christiana Frumuz,,,,,9:52.51,,,,,,,,,,
Jasmin Kolly,12:21.62,,12:05.81,,,,,,,,,,,,
Nadine Strasser,11:17.17,,,,,,,,,,,,,,
Nicole Gmeiner,,10:26.03,10:28.40,,,,,,,,,,,,
Nathalie Philipp,,,,11:08.44,11:16.20,10:44.48mM,10:49.22,10:44.69,10:35.99,11:03.42,10:54.59,10:51.74,10:34.60,,
Marie Morel,13:07.34,,,,,,,,,,,,,,
Flavia Schnyder,,,,,,,,10:55.22,11:02.94,,11:25.61,,,,
Olivia Ryser,,,,,,,,,,,,,,10:50.50,11:39.22
Simone Michlig,,11:20.82,12:31.67,,,,10:37.72,10:31.54,10:53.92,10:54.51,11:07.98,,,,
Rina Castelmur,,13:39.49,,,,,,,,,,,,,
Shelly Schenk,,,,,,,,,,11:33.68,10:59.58,11:18.08,,11:06.24,
Elizabeth Elwell,,,,,,,,,,11:45.75,12:09.44,11:51.73,,,
Manuela Falconi,,,,,,,,,10:16.16,,,,,,
Pauline Pürro,,11:53.58mM,11:39.22,11:50.24,,,,,,,,,,,
Nicole Donzallaz,,,,,12:07.14,,,,,,,,,,
Anja Ringgenberg,,,,,,,,,11:49.87,,,11:05.04,,,11:07.62
Seraina Glaus,,,,,,,,,,,11:12.21,,,,
Lara Alemanni,,,,,,,,10:03.92,10:05.41,9:53.97,9:57.02,9:41.67,,,9:53.39
Nina Gähwiler,,,,,,,,,,,,,,10:56.30,10:36.18
Rawa Kaya Iseli,,,,,,,,,,,,,,11:02.19,10:37.37
Melissa Epprecht,,,,,,,,,,,,,,11:43.78,
Anna Simona Rieder,,,,,,,,,,,,,,,11:42.75
Anja Koller,,,,,,,,,10:54.99,10:50.96,,,,,
Mégane Constantin,,,,,,,,,12:55.28,13:22.45,,,,,
Anna Sager,,,,,,,,,,,13:09.42,,,,
Meryl-Georgina Meyer,,,,,,,,,12:13.47,,,,,,
Lena Egloff,,,,,,,,,,,,,,,13:59.76
Emily Gasparini,,,12:21.59,,,,,,,,,,,,
Nienke Nachtegaal,,,,,,,,,,,,,,12:21.41,
Selina Hauser,11:02.28,11:25.07,11:37.33,,,,,,,,,,,,
Rachelle Bumann,,11:23.56mM,,,,,,,,,,,,,
Christine Wyrsch,,,10:35.85mM,,,,,,,,,,,,
Elena Roos,,,,,,,,,,,,,,,10:14.11
Delia Scherrer,,12:16.34,11:45.07,,11:21.41,10:46.02,10:35.93,10:53.38,,,,,,9:53.84,
Aarti Miescher,,,,,,,,,,,,,,10:11.83,10:04.55
Svenja König,,,,,,13:42.32,13:31.94,,,,,,,,
Grace Lynch,,,,,,,,13:38.32,,,,,,,
Céline Pfeiffer,,,,,,,,,,,,11:28.66,,,
Tanja Bärtschi,,,,11:28.80,11:35.31,,,,,,,,,,
Enya Beerstecher,,,,,,,,,,,,,,12:15.29,12:33.11
Rosalba Rossi,,,11:17.64,11:10.69,,10:39.11,,,10:43.26,,,,,,
Lisa Kurmann,,,,,,,,10:08.33,,9:17.07,9:37.85,,9:33.90,,
Lea Egloff,,,,,,,,,,,,11:32.49,11:57.95,11:14.40,
Noémie Vouillamoz,11:36.12,11:22.78,,,,,,,,,,,,,
Salome Marmet,,,,,,,,,11:01.83,10:32.39,,,,,
Yasmin Spengler,,,,,,,,,,15:16.48,,,,,
Rahel Blättler,,,,,,,,,,,10:46.44,10:30.17,10:42.45,,
Laura Balmer,,,,,,,,,,,13:18.24,,12:53.34,,
Greta Sökeland,,,,,,11:47.86,,,,,,,,,
Amy Leibundgut,,,,,,,,,,11:06.59,10:40.21,10:44.16,10:53.95,,10:07.10
Nadine Allemann,,,,,,,11:25.25,11:41.21,11:34.38,11:52.90,,,,,
Martina Brehm,,,,,,,,,,,,11:12.84,,,
Annika Vetterli,,,,,,,,,,,11:30.53,11:20.81,,,
Leonie Isler,,,,,,,,,,15:16.19,,,,,
Viviane Furrer,12:54.32,,,,,,,,,,,,,,
Céline Giger,,11:36.87,11:15.91,11:06.90,11:01.79,,,,,,,,,,
Anita Weyermann Salzmann,,,,10:56.85,,,,,,,,,,,
Paula Merkle,,,,,,,,,,,,,,,13:55.11
Noémie Hess,,,,,,,,,,,,,,,13:06.86
Vera Vogel,,,,,12:21.20,12:36.73,,,,,,,,,
Susanne Rüegger,,,,,10:12.54mM,10:16.85,10:00.17,,,9:51.39,,,,,
Michelle Tassone,11:34.89,,,,,,,,,,,,,,
Alexandra Bachmann,11:02.41,10:58.40,11:08.24,,,,,,,,,,,,
Vreni Bärtschi,11:24.85,11:25.08,11:44.44,,,,,,,,,,,,
Flurina Rutishauser,,11:31.81,11:54.52,,,,,,,,,,,,
Celine Giovanelli,11:12.56,,,,,,,,,,,,,,
Rachel Poffet,11:56.85,,,,,,,,,,,,,,
Leïla Wütschert,11:26.11,12:09.48,,,,,,,,,,,,,
Melanie Spori,,,,,,,,,11:59.53,11:05.73,,,11:57.99,11:02.60,
Saskia Ganz,,,,,,,,,,,11:44.72,,,,
Fabienne Som,,,,,,,11:37.57,11:41.18,,,,,,,
Vera Bischoff,,,,,,,,,,,,,,11:58.19,
Marianne Bärtschi,11:25.17,11:25.57,,,,,,,,,,,,,
Daphne Bösch,,,,,,,,,,11:23.97,,,,,
Sara Bakheet Yusuf Yaqoob,,9:25.07,,,,,,,,,,,,,
Anina Brunner,,11:53.67,,,,,,,,,,,,,
Anja Uebersax,,,,11:51.35,11:52.38,,,,,,,,,,
Lemi Leisibach,,10:36.72,,10:48.20,,,,,,,,,,,
Regula Hänni,,,,,,,,,,,,11:40.24,,11:36.22,
Naera Giaimo,,,,,11:10.16,10:55.32,10:47.09,10:48.33,,,,,,,
Patricia Troxler,,,,,,,,11:06.46,11:19.73,,,,,,
Kerstin Aebersold,,,,,,,,,,,,,,11:12.04,10:53.72
Noémie Rapp,,,,,,,,,,,,,,12:06.63,
Valerie Widmer,,,,,,,,,,,10:35.63,,,,
Chiara Rezzonico,,,,,,,10:25.44,,,,,,,,
Melanie Onken,,,,12:21.81,12:32.44,,,,,,,,,,
Joëlle Flück,,,,,,,,9:33.75,,,10:25.71,,,,10:15.75
Elena Eichenberger,,,,,,,,,,,,,,11:12.76,9:56.04
Carla Wüthrich,,,,,,,,,,,,,11:02.34,,
Lena Feigenwinter,,,,,,,,,,,,,,11:24.07,
Majolaine Guillet,13:19.08,,,,,,,,,,,,,,
Laetitia Moix,,,11:44.85,12:30.31,12:48.27,,,,,,,,,,
Emilie Farquet,,,,,,,,,,,11:04.14,11:18.59,,,
Arlette Meier-Hunger,,,,,9:39.01mM,,,10:05.91,,,,,,,
Céline Boson,,,,11:57.96,,,,,,,,,,,
Anaïs Bass,,,,,,,,,,,,,,,12:41.06
Lilly Nägeli,,,,,,,,,,,,,,9:50.08,9:55.26
Gianna Marano,11:37.83,,,10:36.60,,,,,,,,,,,
Lia Domeniconi,13:08.95,,,,,,,,,,,,,,
Sabine Fischer,,,9:06.81,,9:12.60,9:10.35,,,,,,,,,
Maëlle Chiari,,,11:57.46,,,,,,,,,,,,
Selina Ummel,,,,,,,,10:39.09,,10:05.03,10:32.89,10:03.23,9:48.33,10:02.88,9:55.91
Sarah Schaufelberger,11:28.48,,,,,,,,,,,,,,
Sara Jost,,12:04.34,,,,,,,,,,,,,
Patricia Achermann,,,,,12:45.65,,,,,,,,,,
Fiona Kirk,,,,,,10:19.74,,,,,,,,,
Jessica Burkhart,,,,,,,,10:59.35,,,,,,,
Katja Moser,,,,,,,,,,,11:06.72,11:52.56,,,
Michèle Beljean,,,,,,,,,,,12:22.66,,,,
Marina Steinmann,10:49.63,11:25.46,11:42.86,,,,,,,,,,,,
Helena Aicher,,11:12.68,,,,,,,,,,,,,
Daniela Thoma,,,,10:53.28,,,,,,,,,,,
Dorit Kern,,12:30.13,,,,,,,,,,,,,
Nathalie Schertenleib,,,,,,,9:58.28,9:54.38,,,,,,,
Andrina Schläpfer,,,9:51.08,,,,,,,,,,,,
Delphine Marmy,,,,,,,,,,,,10:59.45,,,
Vanessa Schranz,,,,,,,11:24.72,10:57.84,,,,,,,
Leana Bissig,,,,,,,,,,,,10:46.29,,,
Antonella Lardi,,,,,,,,,10:34.01,,,,,,
Marianne Hofer-Bärtschi,,,11:49.90,,,,,,,,,,,,
Fanny Comina,,,,,,,,,,11:26.34,,,,,
Vera Josephine Landtwing,,,,,,,,,,,,,,10:46.10,10:36.86
Nelly Evans,,,11:28.86,,,,,,,,,,,,
Anna Clay,,,,,,,,,,,,11:13.13,,,
Karin Petraglio,,,,,,9:57.82,,,,,,,,,
Anja Schwegler,12:18.96,,,,,,,,,,,,,,
Karin Zanetti-Massera,12:51.13,13:23.37,,,,,,,,,,,,,
Joana Leslie Pani,,,13:18.66,,,,,,,,,,,,
Delia Sclabas,,,,,,,,,9:36.37,9:30.72,9:23.44,9:09.33,9:20.72,9:29.69,
Angela Schönenberger,10:13.14,,,,,,,,,,,,,,
Selina Amsler,,,,,,,,,,11:26.54,,11:48.03,,,
Katharina Schön,,,,,,,,,,,11:35.78,,,,
Monika Vogel,10:06.32,,9:55.04,,,,,10:01.69,9:37.34,10:30.82,10:01.18,10:27.89,10:37.65,,
Lydia Hayenga,,,,,,,,,,,11:46.14,11:41.33,11:28.60,,11:37.91
Flavie Roncoroni,,,,,,11:45.06,11:17.26,,,,,,,,
Céline Schaub,,,,,,,,,,,,,,12:38.39,
Stefanie Murer,9:48.86,,,,,,,,,,,,,,
Nina Bleiker,,,,,,,,,,,11:37.29,,,,
Sophie Wälti,,,,,,,,,11:47.42,,,,,,
Amanda Köpfli,,12:50.07,12:18.87,,,,,,,,,,,,
Barbara Kocher,,,,,11:34.06mM,,,,,,,,,,
Alina Sönning,,,,,,,,,,,,11:00.99,10:18.13,10:10.71,9:57.95
Fabienne Jakob,,,,,,,,12:29.97,,,,,,,
Alexia Mottier,,,,,11:14.33,,,,,,,,,,
Jasmin Läderach,,,,,10:50.85,,,,,,,,,,
Amélie Parolini,,,,,12:00.85mM,,,11:54.76,,,11:13.41,11:18.90,,,
Rachel Cudré-Mauroux,,,,,,,10:40.96,10:56.68,10:27.20,,,,,,
Nina Villiger,,,,,,,,,,,,,,,10:13.20
Cynthia Herger,11:28.09,,,,,,,,,,,,,,
Tamara Kamm,,,,,,,,10:43.80,,,,,10:45.32,,
Saskia Buchmüller,,,,,,,,,,,11:19.71,11:20.09,,,
Sarah Geissmann,,,,,,,,,,,12:21.95,,,,
Caroline Perrenoud,,,,,,12:46.49,,,,,,,,,
Julie Demarne,,12:05.02,11:23.60,,11:11.73,10:58.61,,,,,,,,,
Sienna Zobel,,,,,,,,,,,,,,,11:27.94
Melanie Schneider,,,,,,,,,11:27.26,,11:27.46,,11:07.53,11:10.19,10:45.03
Christelle Matthey,,,11:02.13,10:43.83,10:45.13,,,,,,,,,,
Evelyn Camenzind,,,12:16.16,,,,,,,,,,,,
Loreena Poletti,,,,,,,,,,,,,,,12:18.28
Kahra Zerbini,,,,,,,,,,,,11:48.83,11:35.46,,
Martina Bontognali,,11:52.13,,12:08.72A,,,,,,,,,,,
Silje Ekroll Jahren,,,,,,,10:15.46,10:40.39,,,,,,,
Laurine Moulin,,,,,,,13:12.72,,,,,,,,
Alana Vannay,,,,,,,,,,,12:58.12,,,,
Lucie Babel,,11:21.51,,,,,,,,,,,,,
Stefanie Trutmann,,,,,,10:29.98,,,,,,,,,
Christina Carruzzo,,9:38.32mM,,,,,,,,,,,,,
Carmen Thalmann,,,,,,11:17.57mM,11:19.58,11:29.09,,,,,,,
Tiffany Langel,9:57.33,10:11.03,10:20.96,10:14.96mM,,,,,,10:14.55,,,,,
Alana Ruchti,12:19.38,,,,,,,,,,,,,,
Florence Epiney,,,,,,,,12:12.04,,,,,,,
Clémence Messerli,,12:59.50,,,,,,,,,,,,,
Sophie Rosselet,,,12:12.38,,,,,,,,,,,,
Belinda Tramonti,,11:03.22,11:18.42,11:29.96,,,,,,,,,,,
Esther Isenring,,,,,,,,12:26.14,,,,,,,
Garance Perrenoud,,13:08.18,12:58.23,,,,,,,,,,,,
Emma Thibert,,,,,,,,,,,,,10:37.05,,
Salome Brunner,,,11:33.62,,,,,,,,,,,,
Rahel Frey,,11:20.47,,,,,,,,,,,,,
Anja Estermann,,,,,11:24.81,,,,,,,,,,
Cécile Meer,12:35.47,,,,,,,,,,,,,,
Nicole Lieberherr,,,,,,,,,,,12:39.52,,,,
Lisa de Bruyn,,,,,,,,,,,,,,10:54.33,10:24.51
Selina Rutz-Büchel,11:11.37,,,,,,,,,,,,,,
Agnès McTighe,,,,,,,,,,9:25.61,,,,,9:29.54
Ursula Spielmann-Jeitziner,9:43.55,,,,,,,,,,,,,,
Silia Sclabas,,,,,,,,,,10:41.90,,,,,
Eva Eigenmann,,,,,,,10:56.39,,,,,,,,
Crystel Matthey,,,11:09.12,,,10:37.58,,,,,,,,,
Léanie Schweickhardt,11:24.32,10:21.23m,10:32.01,10:37.71,10:21.00mM,10:15.31,10:05.09,,,9:45.09,,,,,
Séline Helfenberger,,11:12.57,11:27.05,11:14.53,,11:10.39,11:29.21,,,,,,,,
Juliette Morath,,,,,,,,,,,,,,,12:12.48
Simone Güntensperger,,,,13:55.88,,,,,,,,,,,
Lorena Tanner,,,11:49.23,,,,,,,,,,,,
Julia Stokar,,,,10:34.07,,,,,,,,,,,
Céline Kunz,,,12:27.30,,,,,,,,,,,,
Chiara Scherrer,,,11:55.63,,,,10:20.96,10:08.24,10:24.74,10:20.54,,,9:28.30,9:31.98,
Sabine Hauswirth,,,10:48.18,,,,,,,,,,,,
Selina Haldner,12:48.49,,,,,,,,,,,,,,
Ramona Teller,,12:11.28,11:30.34,,,,,,,,,,,,
Salome Weber,,,,12:13.22,,,,,,,,,,,
Cristina Duarte,,,,14:19.01,,,,,,,,,,,
Bayush Eshetu,,,,,,9:59.97,9:57.86,10:20.13,,,,,,,
Henrike Nelissen,,,,,,,,,,,,,,11:09.26,
Maja Glesti,10:47.94,,10:34.83,,,,,,,,,,,,
Iris Blazevic,,,11:54.41,,,,,,,,,,,,
Mélanie Naulot,,,,,,,,10:55.10,,,,,,,
Delphine Hess,,,,,,,,,,,,,,,13:49.92
Natalie Friedli,11:28.16,11:17.27,,,,,,,,,,,,,
Léonie Rühle,,,,,,,,,,,,11:39.37,10:58.24,,
Michelle Arpagaus,,,,,,,,,,,,11:29.29,,,
Marliese Bütikofer,,,10:42.26,,,,,,,,,,,,
Nicola Spirig,9:52.05,9:50.46mM,9:45.98,,,,9:26.26,9:21.46,9:29.96,9:23.67,9:07.48,,,,9:37.31
Chloé Berli,,,10:25.36,,,,,,,,,,,,
Esther Javier Ruedin,,,,,,,,12:25.79,,,,,,,
Diana Schramek,10:28.53,,,,,,,,,,,,,,
Yvette Meili,,,,,,,,11:35.68,,11:15.85,11:35.02,11:05.14,,,
Mirja Jenni-Moser,9:16.40,9:31.14,,,,,,,,,,,,,
Lucienne Chrétien,,,,,,,,,,,,,10:47.12,10:57.74,10:54.40
Flavia Baumeler,11:25.33,,,,,,,,,,,,,,
Ramona Frick,,,,,,,,12:06.30,12:24.54,,,11:48.64,12:43.00,11:34.15,
Alina Stieger,,,,,,,11:56.75,11:54.10,12:08.25,,,,,,
Michelle Eigenmann,,,,11:41.01,10:47.51mM,10:13.68,10:29.45,10:45.49,11:13.97,,,,,,
Jeannine Pfaffen,,,12:02.51mM,,,,,,,,,,,,
Emanuelle Curchod,,12:42.30,12:26.40,,11:54.06,12:38.63,,,,,,,,,
Manuela Schaub,,16:28.33,,,,,,,,,,,,,
Ella Filipovic,,,,,,,,12:18.91,11:36.89,10:37.45,10:29.00,,11:59.15,,
Anna Franzen,,,,,,,,,,,,11:41.00,,,
Fabienne Aubry,,,,12:46.94,,,,,,,,,,,
Alissa König,,,11:36.68,,10:38.68,,10:42.81,,,,,,,,
Fiammetta Troxler,,,,,,,10:40.09,10:17.62,,,9:59.83,10:02.91,10:11.77,,
Jasmin Laederach,,,,11:14.41,,,,,,,,,,,
Erika Bieri,10:54.91,,,,,,,,,,,,,,
Simone Dietiker,,,10:57.98,,11:13.07,,,,,,,,,,
Leonie Saurer,,,,,,,,,,,,,10:10.37,10:10.30,
Corinne Muff,,,,,,,,,,,11:58.10,,,,
Kathryn Pennel,,,,10:45.00,,,,,,,,,,,
Alexandra Bieri,,,,,,,,,10:42.66,10:32.12,,,,,
Aude Salord,,,,,,,,,,10:19.00,9:50.36,9:35.49,,,
Samira Achoumi,,,,,,,,,,,,,10:32.99,,
Lydia Fridelance,,11:45.96,10:52.78,11:12.84,,,,,,,,,,,
Muriel Wegmüller,,,,,,,,,,,,11:49.15,,,
Romane Fellrath,,,,,,,12:08.04,12:59.36,,,,,,,
Delphine Mabillard,,,,11:42.48,11:28.51,12:07.62,,,,,,,,,
Janina Aebischer,,,12:24.93,,,,,,,,,,,,
Malin Engeli,10:05.80,,,,,,,,,,,,,,
Elean Briggen-Schaffner,11:10.65,10:49.40,,11:18.63,,11:02.19mM,,,,,,,,,
Karin Winkler,,,,,10:14.27mM,,,,,,,,,,
Raja Aellig-Urner,10:53.73,11:16.13,,,,,,11:15.67,,,,10:34.08,,,
Deborah Stadler,,,,,,,12:32.43,,,,,,,,
Lisa Baumann,,,13:03.32,,,,,,,,,,,,
Michèle Gantner,,,,,,,,,10:33.30,10:33.13,10:20.08,9:55.19,9:55.44,,9:53.26
Yvana Zemp,,,11:58.46,,,,,,,,,,,,
Michelle Tanner,,,,,,,,,,,10:53.51,,,,
Melina Bischof,,,12:25.00,13:23.70,14:00.70,,,,,,,,,,
Sara Lüscher,,,,,10:38.01,,,,,,,,,,
Tanya Gut,,14:21.20,14:56.49,,,,,,,,,,,,
Sofia Chételat,,,,,,,,,,,,,,,10:54.55
Franziska Sporrer,,,13:03.42,,,,,,,,,,,,
Durka Frey,,,,,,,10:13.31,9:52.07,,,,,,,
Joana Seiler,,,,,,,,,,,,11:18.78,11:16.34,11:23.22,
Judith Wyder,,,,13:34.34,11:03.09,,,,,,,,,10:01.54,
Alina Pochon,,,,,,,,,11:15.43,11:02.99,10:40.28,,,,
Coralie Gibson,,11:49.74,,,,,,,,,,,,,
Françoise Gobat-Membrez,,11:21.16,,,,,,,,,,,,,
Charlotte Donzallaz,,,,,,,,,,,10:52.04,,,11:38.52,
Tamara Roth,,12:01.69,,,,,,,,,,,,,
Sandrine Müller,,,,,,10:52.67mM,,,,,,,,,
Alina Federer,,,,,,,,,,10:07.24,10:25.57,10:53.46,,,
Coralie Balmer,,,,,,,,,13:04.48,,,,,,
Sandra Löhrer,,,,,,,,,,,,,,,10:30.35
Anja Stutz,,,,,,,,,,,,12:04.23,,,
Alexia Roux,,,,,,,11:35.23,,,,,,,,
Robine Bodenmann,,,,,,,,,,,12:27.60,,,,
Kenza Vionnet,,,,,,,,11:47.10,11:45.44,11:41.50,,,,,
Nisa Camelo,12:12.86,,,11:40.69,,,,10:48.83,,11:03.11,,,,10:40.70,
Regula Achermann,,10:48.82,,10:45.45,,11:08.16,,,,,,,,,
Rahel Meili,,,,,,,,,11:10.23,,10:55.99,10:40.95,10:24.83,,
Ramona Rieder,,,,,,,,11:29.30,,,,,,,
Aita Ammann,,,,,,,,,,,,10:24.69,9:55.32,10:42.48,
Seraina Stettler,,,,,,,,,,,,,11:25.05,11:35.50,
Maya Hofer,,,,10:43.63,10:31.55mM,,,,,,,,,,
Sina Scherling,,,,,,,,,,,,,,10:32.66,10:21.91
Caroline Droux,,,,,11:58.73,,,,,,,,11:43.53,,
Fiona Gonzalez,,,,,,,,,,,,13:46.93,,,
Kathrin Frey,,,,,,,,,,13:40.73,13:26.64,,,,
Ségolène Métral,10:58.56,10:46.95,10:32.29,,10:40.74,,,,,,,,,,
Simone Schönenberger,,11:28.44,12:07.24,,,,,,,,,,,,
Viola Schön,,,,,,,,,,,,,11:11.87,,
Leana Abt,,,,,,,,,,,,,11:46.04,,
Daniela Klaus,12:34.84,,,,,,,,,,,,,,
Josianne Lauber,10:09.80,,,,,,,,,,,,,,
Kirlène Dolce,,,,,,,,,,,,,,,10:29.47
Jeannette Bragagnolo,,,10:41.07mM,10:47.66,10:50.61,10:41.12,10:31.16,10:09.64,10:24.88,10:27.81,,10:45.66,11:07.41,11:05.71,11:39.93
Alexia Lienhard,,,,,,,,,13:41.03,,,,,,
Perrine Truong,,10:48.22,10:38.08,10:36.17,,10:19.59,9:57.64,10:50.49,10:28.41,10:31.13,,,,,
Emilia Schwarz,,,,,,,,,,,,,,,11:16.53
Cécile Wanders,,,,,,,,11:24.23,,,,,,,
Estella Garessus,12:10.88,11:46.19,,,,,,,,,,,,,
Alexandra Bislin,,,,,12:54.58,,,,,,,,,,
Tamara Manser,,,,,,,,,12:01.82,,,,,,
Melanie Staubli,,,,,,,,,,,,,11:26.87,,
Elsa Argilli,,,,,11:56.26,12:12.94,,,,,,,,,
Isabelle Clough,,,,,,,,,,13:19.54,,,,,
Alicia Durrer,,,,,,,,11:26.17,10:56.09,,,,,,
Emma Jacot,,,,,,,,,,,,,,,11:04.86
Livia Häfliger,,,,11:27.84,12:22.95,,,,,,,,,,
Renate Wyss,,9:56.31,,,,10:10.54mM,,,,,,,,,
Rahela Brunner,,12:39.85,,,11:48.30,,,,11:00.08,,,,,,
Regula Müller,,,,11:11.16,,,,,,,,,,,
Elita Amato,,,,,,11:33.21,,,,,,,,,
Camille Rusch,,,,,,,11:06.62,,10:59.06,,,,,,
Michelle Handschin,,,,,,,,,12:13.07,,,,,,
Lisa Gubler,,,,,11:23.39,,,,,,,,,,
Evelyne Dietschi,,,,,,10:53.73,10:23.95,10:03.93,9:51.83,9:50.67,,,10:05.41,,
Belinda Rickli,,,,,,,,,,,,,,10:50.14,
Seraina Badertscher,10:14.64,,10:19.75mM,,,,,,,,,,,,
Lisa Baseggio,,,,,12:23.78mM,11:50.69,13:04.47,,12:05.39,,,,,,
Agata Bulloni,,,,,,,,,,11:23.93,,,,,
Corinne Stieger,10:46.62,10:55.84,11:35.92,,,,,,,,,,,,
Nina Kok,,,,,,,,,,,,,,,12:29.26
Marta Salvadè-Odun,,,9:58.78,10:06.14,,,,,,,,,,,
Ravenna Gassmann,,11:55.27,11:18.02,,,,,,,10:51.08,,,,,
